"ea_id","rural","sa1q01","sa1q02","sa1q03","sa1q04","sa1q05","sa1q06","sa1q07","item","cs7q00","cs7q01_a","cs7q01_b","cs7q02","cs7q03"
"04090700105",1,4,9,7,8,88,1,5,2,2,"PSNP",19,1999,20
"04090900105",0,4,9,9,1,1,1,5,1,1,"Power Outage(s)",10,2002,3
"04090900105",0,4,9,9,1,1,1,5,2,1,"Drought",1,2003,10
"04090900105",0,4,9,9,1,1,1,5,3,1,"Drought",1,2001,20
"04090900105",0,4,9,9,1,1,1,5,4,1,"Flood",2,2002,5
"04090900105",0,4,9,9,1,1,1,5,1,2,"New Employment Oppurtunity",13,2002,30
"04090900105",0,4,9,9,1,1,1,5,2,2,"Development Project",12,2003,70
"04090900105",0,4,9,9,1,1,1,5,3,2,"New Road",15,2003,10
"04091001104",1,4,9,10,8,88,11,4,1,1,"Flood",2,2003,10
"04091001104",1,4,9,10,8,88,11,4,2,1,"Drought",1,2002,75
"04091001104",1,4,9,10,8,88,11,4,3,1,"Drought",1,2000,75
"04091001104",1,4,9,10,8,88,11,4,4,1,"Drought",1,2001,7
"04091001104",1,4,9,10,8,88,11,4,1,2,"Development Project",12,2003,50
"04091001104",1,4,9,10,8,88,11,4,2,2,"New Employment Oppurtunity",13,2002,50
"04091301004",1,4,9,13,8,88,10,4,1,1,"Drought",1,2001,90
"04091301004",1,4,9,13,8,88,10,4,2,1,"Flood",2,2002,80
"04091301004",1,4,9,13,8,88,10,4,3,1,"Sharp Change in Prices",7,2001,100
"04091301004",1,4,9,13,8,88,10,4,1,2,"New School",16,2003,90
"04091301004",1,4,9,13,8,88,10,4,2,2,"PSNP",19,1999,15
"04091301004",1,4,9,13,8,88,10,4,3,2,"Development Project",12,2003,15
"04100500403",1,4,10,5,8,88,4,3,1,1,"Drought",1,2000,25
"04100500403",1,4,10,5,8,88,4,3,2,1,"Crop Disease/Pests",3,2001,50
"04100500403",1,4,10,5,8,88,4,3,3,1,"Sharp Change in Prices",7,2000,75
"04100500403",1,4,10,5,8,88,4,3,1,2,"PSNP",19,1999,80
"04100500403",1,4,10,5,8,88,4,3,2,2,"Development Project",12,2000,80
"04100500403",1,4,10,5,8,88,4,3,3,2,"PSNP",19,2002,80
"04100500403",1,4,10,5,8,88,4,3,4,2,"New Health Facility",14,2000,85
"04100903605",1,4,10,9,8,88,36,5,1,1,"Drought",1,2000,20
"04100903605",1,4,10,9,8,88,36,5,2,1,"Drought",1,2002,20
"04100903605",1,4,10,9,8,88,36,5,3,1,"Drought",1,2003,30
"04100903605",1,4,10,9,8,88,36,5,4,1,"Drought",1,2001,50
"04100903605",1,4,10,9,8,88,36,5,1,2,"New Road",15,2003,50
"04100903605",1,4,10,9,8,88,36,5,2,2,"Development Project",12,2003,30
"04101302203",1,4,10,13,8,88,22,3,1,1,"Sharp Change in Prices",7,2000,50
"04101302203",1,4,10,13,8,88,22,3,2,1,"Flood",2,2000,2
"04101302203",1,4,10,13,8,88,22,3,3,1,"Drought",1,2000,60
"04101302203",1,4,10,13,8,88,22,3,1,2,"Development Project",12,2004,100
"04101302203",1,4,10,13,8,88,22,3,2,2,"PSNP",19,1999,15
"04101302203",1,4,10,13,8,88,22,3,3,2,"New Health Facility",14,2003,100
"04101600104",0,4,10,16,8,88,1,4,1,1,"Sharp Change in Prices",7,2002,85
"04101600104",0,4,10,16,8,88,1,4,2,1,"Drought",1,2003,50
"04101600104",0,4,10,16,8,88,1,4,3,1,"Power Outage(s)",10,2004,100
"04101600104",0,4,10,16,8,88,1,4,1,2,"New Health Facility",14,2001,0
"04101600104",0,4,10,16,8,88,1,4,2,2,"Development Project",12,2000,0
"04101600104",0,4,10,16,8,88,1,4,3,2,"Improved Electricity",18,2000,0
"04110401304",1,4,11,4,8,88,13,4,1,1,"Flood",2,2003,10
"04110401304",1,4,11,4,8,88,13,4,2,1,"Sharp Change in Prices",7,2003,50
"04110401304",1,4,11,4,8,88,13,4,1,2,"New Health Facility",14,2003,100
"04110801402",1,4,11,8,8,88,14,2,1,1,"Drought",1,2004,95
"04110801402",1,4,11,8,8,88,14,2,2,1,"Crop Disease/Pests",3,2002,95
"04110801402",1,4,11,8,8,88,14,2,1,2,"New Health Facility",14,2002,75
"04111200402",1,4,11,12,8,88,4,2,1,1,"Sharp Change in Prices",7,2002,100
"04111200402",1,4,11,12,8,88,4,2,2,1,"Drought",1,2002,67
"04111200402",1,4,11,12,8,88,4,2,1,2,"Development Project",12,2003,100
"04111601404",1,4,11,16,8,88,14,4,1,1,"Massive Job Lay-offs",8,2004,100
"04111601404",1,4,11,16,8,88,14,4,2,1,"Livestock Disease",4,2004,50
"04111601404",1,4,11,16,8,88,14,4,1,2,"New Health Facility",14,2003,100
"04111800102",0,4,11,18,8,88,1,2,1,1,"Crop Disease/Pests",3,2002,100
"04111800102",0,4,11,18,8,88,1,2,2,1,"Sharp Change in Prices",7,2003,100
"04111800102",0,4,11,18,8,88,1,2,3,1,"Drought",1,2001,80
"04111800102",0,4,11,18,8,88,1,2,1,2,"New School",16,2004,85
"04111800102",0,4,11,18,8,88,1,2,2,2,"New Road",15,2001,100
"04111800102",0,4,11,18,8,88,1,2,3,2,"New Health Facility",14,2001,70
"04120602801",1,4,12,6,8,88,28,1,1,1,"Human Epidemic Disease",5,2003,80
"04120602801",1,4,12,6,8,88,28,1,2,1,"Drought",1,2003,70
"04120602801",1,4,12,6,8,88,28,1,3,1,"Human Epidemic Disease",5,2004,20
"04120602801",1,4,12,6,8,88,28,1,1,2,"New Health Facility",14,2003,0
"04120602801",1,4,12,6,8,88,28,1,2,2,"New School",16,1999,0
"04120602801",1,4,12,6,8,88,28,1,3,2,"New Road",15,2002,0
"04121101301",1,4,12,11,8,88,13,1,1,1,"Livestock Disease",4,2001,20
"04121101301",1,4,12,11,8,88,13,1,2,1,"Sharp Change in Prices",7,2000,60
"04121101301",1,4,12,11,8,88,13,1,3,1,"Drought",1,2003,50
"04121101301",1,4,12,11,8,88,13,1,1,2,"Other Good (Specify)",20,2004,0
"04121600101",1,4,12,16,8,88,1,1,1,1,"Drought",1,2003,65
"04121600101",1,4,12,16,8,88,1,1,2,1,"Sharp Change in Prices",7,2000,60
"04121600101",1,4,12,16,8,88,1,1,3,1,"Massive Job Lay-offs",8,2002,100
"04121600101",1,4,12,16,8,88,1,1,4,1,"Livestock Disease",4,2003,30
"04121600101",1,4,12,16,8,88,1,1,1,2,"New School",16,2003,0
"04121600101",1,4,12,16,8,88,1,1,2,2,"PSNP",19,2003,0
"04130201103",1,4,13,2,8,88,11,3,1,1,"Crop Disease/Pests",3,1999,100
"04130201103",1,4,13,2,8,88,11,3,2,1,"Sharp Change in Prices",7,2000,100
"04130201103",1,4,13,2,8,88,11,3,1,2,"New School",16,1999,0
"04130201103",1,4,13,2,8,88,11,3,2,2,"Improved Electricity",18,2003,0
"04130500102",0,4,13,5,8,88,1,2,1,1,"Human Epidemic Disease",5,2001,3
"04130500102",0,4,13,5,8,88,1,2,2,1,"Sharp Change in Prices",7,2002,100
"04130500102",0,4,13,5,8,88,1,2,3,1,"Crop Disease/Pests",3,2001,10
"04130500102",0,4,13,5,8,88,1,2,4,1,"Power Outage(s)",10,2001,100
"04130500102",0,4,13,5,8,88,1,2,1,2,"Improved Transportation Services",17,2004,0
"04130500102",0,4,13,5,8,88,1,2,2,2,"New School",16,2004,0
"04130500102",0,4,13,5,8,88,1,2,3,2,"Other Good (Specify)",20,2002,0
"04130500102",0,4,13,5,8,88,1,2,4,2,"Improved Electricity",18,2002,0
"04130600204",1,4,13,6,8,88,2,4,1,2,"Improved Transportation Services",17,2004,10
"04130600204",1,4,13,6,8,88,2,4,2,2,"Improved Electricity",18,2000,70
"04130600204",1,4,13,6,8,88,2,4,3,2,"New School",16,1999,30
"04130901003",1,4,13,9,8,88,10,3,1,1,"Other Bad (Specify)",11,2003,25
"04130901003",1,4,13,9,8,88,10,3,2,1,"Other Bad (Specify)",11,2004,10
"04130901003",1,4,13,9,8,88,10,3,1,2,"New Health Facility",14,2000,0
"04130901003",1,4,13,9,8,88,10,3,2,2,"New School",16,2000,0
"04130901003",1,4,13,9,8,88,10,3,3,2,"Development Project",12,2000,0
"04140202701",1,4,14,2,8,88,27,1,1,1,"Flood",2,2003,10
"04140202701",1,4,14,2,8,88,27,1,2,1,"Crop Disease/Pests",3,2003,75
"04140202701",1,4,14,2,8,88,27,1,3,1,"Livestock Disease",4,2003,25
"04140202701",1,4,14,2,8,88,27,1,4,1,"Sharp Change in Prices",7,2004,100
"04140202701",1,4,14,2,8,88,27,1,1,2,"Other Good (Specify)",20,2003,10
"04140501906",1,4,14,5,8,88,19,6,1,1,"Livestock Disease",4,2003,65
"04140501906",1,4,14,5,8,88,19,6,2,1,"Sharp Change in Prices",7,2004,65
"04140501906",1,4,14,5,8,88,19,6,3,1,"Human Epidemic Disease",5,2004,40
"04140501906",1,4,14,5,8,88,19,6,4,1,"Drought",1,2003,85
"04140900501",1,4,14,9,8,88,5,1,1,1,"Human Epidemic Disease",5,2004,5
"04140900501",1,4,14,9,8,88,5,1,2,1,"Human Epidemic Disease",5,2003,80
"04140900501",1,4,14,9,8,88,5,1,3,1,"Livestock Disease",4,2004,15
"04140900501",1,4,14,9,8,88,5,1,4,1,"Sharp Change in Prices",7,2002,75
"04140900501",1,4,14,9,8,88,5,1,1,2,"Development Project",12,2001,0
"04140900501",1,4,14,9,8,88,5,1,2,2,"New Road",15,2001,0
"04140900501",1,4,14,9,8,88,5,1,3,2,"New School",16,2001,0
"04140900501",1,4,14,9,8,88,5,1,4,2,"New Health Facility",14,2002,0
"04170301901",1,4,17,3,8,88,19,1,1,1,"Drought",1,2000,75
"04170301901",1,4,17,3,8,88,19,1,2,1,"Human Epidemic Disease",5,2002,75
"04170301901",1,4,17,3,8,88,19,1,3,1,"Crop Disease/Pests",3,2003,50
"04170301901",1,4,17,3,8,88,19,1,1,2,"Development Project",12,2004,0
"04170301901",1,4,17,3,8,88,19,1,2,2,"New Health Facility",14,2000,0
"04170700204",1,4,17,7,8,88,2,4,1,1,"Sharp Change in Prices",7,2000,100
"04170700204",1,4,17,7,8,88,2,4,1,2,"New School",16,2002,80
"04170700204",1,4,17,7,8,88,2,4,2,2,"New Health Facility",14,2000,60
"04170700204",1,4,17,7,8,88,2,4,3,2,"Development Project",12,2003,60
"04171200807",1,4,17,12,8,88,8,7,1,1,"Crop Disease/Pests",3,2002,30
"04171200807",1,4,17,12,8,88,8,7,2,1,"Sharp Change in Prices",7,2003,100
"04171200807",1,4,17,12,8,88,8,7,3,1,"Drought",1,2002,90
"04171200807",1,4,17,12,8,88,8,7,1,2,"Improved Electricity",18,2001,0
"04171200807",1,4,17,12,8,88,8,7,2,2,"New Health Facility",14,2004,0
"04171200807",1,4,17,12,8,88,8,7,3,2,"Other Good (Specify)",20,1999,0
"04180301004",1,4,18,3,8,88,10,4,1,1,"Crop Disease/Pests",3,2004,40
"04180301004",1,4,18,3,8,88,10,4,2,1,"Flood",2,2003,60
"04180301004",1,4,18,3,8,88,10,4,3,1,"Sharp Change in Prices",7,2004,20
"04180301004",1,4,18,3,8,88,10,4,4,1,"Livestock Disease",4,2004,50
"04180301004",1,4,18,3,8,88,10,4,1,2,"New School",16,2000,50
"04180301004",1,4,18,3,8,88,10,4,2,2,"Development Project",12,2003,30
"04180301004",1,4,18,3,8,88,10,4,3,2,"New Health Facility",14,1999,30
"04180701106",1,4,18,7,8,88,11,6,1,1,"Flood",2,2003,80
"04180701106",1,4,18,7,8,88,11,6,2,1,"Livestock Disease",4,2002,60
"04180701106",1,4,18,7,8,88,11,6,3,1,"Sharp Change in Prices",7,2000,70
"04180701106",1,4,18,7,8,88,11,6,4,1,"Power Outage(s)",10,2000,10
"04180701106",1,4,18,7,8,88,11,6,1,2,"New School",16,1999,80
"04180701106",1,4,18,7,8,88,11,6,2,2,"Development Project",12,2000,75
"04180701106",1,4,18,7,8,88,11,6,3,2,"New Health Facility",14,2001,80
"04180701106",1,4,18,7,8,88,11,6,4,2,"New Employment Oppurtunity",13,2000,60
"04190100103",1,4,19,1,8,88,1,3,1,1,"Sharp Change in Prices",7,2002,35
"04190100103",1,4,19,1,8,88,1,3,1,2,"New School",16,2002,0
"04190100103",1,4,19,1,8,88,1,3,2,2,"Development Project",12,1999,0
"04190100103",1,4,19,1,8,88,1,3,3,2,"New Health Facility",14,2000,0
"04190400101",1,4,19,4,8,88,1,1,1,1,"Other Bad (Specify)",11,2002,35
"04190400101",1,4,19,4,8,88,1,1,2,1,"Sharp Change in Prices",7,2002,30
"04190400101",1,4,19,4,8,88,1,1,1,2,"Development Project",12,1999,0
"04190400101",1,4,19,4,8,88,1,1,2,2,"New School",16,2000,0
"04190400101",1,4,19,4,8,88,1,1,3,2,"New Health Facility",14,2000,0
"04190800704",1,4,19,8,8,88,7,4,1,1,"Sharp Change in Prices",7,2002,20
"04190800704",1,4,19,8,8,88,7,4,1,2,"New Road",15,2004,0
"04190800704",1,4,19,8,8,88,7,4,2,2,"New School",16,2000,0
"04190800704",1,4,19,8,8,88,7,4,3,2,"New Health Facility",14,1999,0
"04190800704",1,4,19,8,8,88,7,4,4,2,"Development Project",12,1999,0
"05010100902",1,5,1,1,8,88,9,2,1,1,"Sharp Change in Prices",7,2002,95
"05010100902",1,5,1,1,8,88,9,2,2,1,"Drought",1,2002,80
"05010100902",1,5,1,1,8,88,9,2,1,2,"Improved Transportation Services",17,2003,100
"05010100902",1,5,1,1,8,88,9,2,2,2,"Improved Electricity",18,2004,5
"05010100902",1,5,1,1,8,88,9,2,3,2,"PSNP",19,2004,95
"05010200101",0,5,1,2,1,0,1,1,1,1,"Drought",1,2002,80
"05010200101",0,5,1,2,1,0,1,1,2,1,"Sharp Change in Prices",7,2001,60
"05010200101",0,5,1,2,1,0,1,1,1,2,"PSNP",19,2003,90
"05010200101",0,5,1,2,1,0,1,1,2,2,"Improved Electricity",18,2004,40
"05010202401",1,5,1,2,8,88,24,1,1,1,"Flood",2,2004,12
"05010202401",1,5,1,2,8,88,24,1,2,1,"Sharp Change in Prices",7,2004,10
"05010202401",1,5,1,2,8,88,24,1,1,2,"New School",16,2002,90
"05010202401",1,5,1,2,8,88,24,1,2,2,"Other Good (Specify)",20,2002,81
"05010301101",1,5,1,3,8,88,11,1,1,1,"Sharp Change in Prices",7,2001,50
"05010301101",1,5,1,3,8,88,11,1,1,2,"PSNP",19,2002,25
"05010401102",1,5,1,4,8,88,11,2,1,1,"Human Epidemic Disease",5,2004,60
"05010401102",1,5,1,4,8,88,11,2,2,1,"Livestock Disease",4,2001,60
"05010401102",1,5,1,4,8,88,11,2,3,1,"Sharp Change in Prices",7,2003,100
"05010401102",1,5,1,4,8,88,11,2,1,2,"New School",16,2001,70
"05010401102",1,5,1,4,8,88,11,2,2,2,"PSNP",19,2002,73
"05010401102",1,5,1,4,8,88,11,2,3,2,"Development Project",12,2003,55
"05010401102",1,5,1,4,8,88,11,2,4,2,"Improved Electricity",18,2002,50
"05010401701",1,5,1,4,8,88,17,1,1,1,"Drought",1,2001,98
"05010401701",1,5,1,4,8,88,17,1,2,1,"Sharp Change in Prices",7,2002,95
"05010401701",1,5,1,4,8,88,17,1,3,1,"Other Bad (Specify)",11,2003,100
"05010401701",1,5,1,4,8,88,17,1,1,2,"New School",16,2002,65
"05010401701",1,5,1,4,8,88,17,1,2,2,"Other Good (Specify)",20,2003,90
"05010401701",1,5,1,4,8,88,17,1,3,2,"PSNP",19,2002,60
"05010401701",1,5,1,4,8,88,17,1,4,2,"Improved Electricity",18,2000,5
"05020200102",0,5,2,2,8,88,1,2,1,1,"Livestock Disease",4,2000,50
"05020200102",0,5,2,2,8,88,1,2,2,1,"Sharp Change in Prices",7,2003,100
"05020200102",0,5,2,2,8,88,1,2,3,1,"Drought",1,2000,75
"05020200102",0,5,2,2,8,88,1,2,4,1,"Crop Disease/Pests",3,2002,75
"05020200102",0,5,2,2,8,88,1,2,1,2,"New School",16,2003,0
"05020200102",0,5,2,2,8,88,1,2,2,2,"Improved Electricity",18,1999,0
"05020200102",0,5,2,2,8,88,1,2,3,2,"Other Good (Specify)",20,2001,0
"05020200102",0,5,2,2,8,88,1,2,4,2,"New Road",15,2002,0
"05020201001",1,5,2,2,8,88,10,1,1,1,"Livestock Disease",4,2003,50
"05020201001",1,5,2,2,8,88,10,1,2,1,"Drought",1,2002,100
"05020201001",1,5,2,2,8,88,10,1,3,1,"Crop Disease/Pests",3,2002,75
"05020201001",1,5,2,2,8,88,10,1,4,1,"Drought",1,2001,100
"05020201001",1,5,2,2,8,88,10,1,1,2,"Other Good (Specify)",20,2001,0
"05020201001",1,5,2,2,8,88,10,1,2,2,"New Road",15,2002,0
"05020201001",1,5,2,2,8,88,10,1,3,2,"PSNP",19,2002,0
"05020408901",1,5,2,4,8,88,89,1,1,1,"Drought",1,2000,20
"05020416502",1,5,2,4,8,88,165,2,1,1,"Drought",1,2000,75
"05020416502",1,5,2,4,8,88,165,2,2,1,"Livestock Disease",4,2001,50
"05020416502",1,5,2,4,8,88,165,2,3,1,"Sharp Change in Prices",7,2003,75
"05020416502",1,5,2,4,8,88,165,2,4,1,"Crop Disease/Pests",3,2001,75
"05020416502",1,5,2,4,8,88,165,2,1,2,"Other Good (Specify)",20,2001,0
"05020416502",1,5,2,4,8,88,165,2,2,2,"Improved Transportation Services",17,2000,0
"05020416502",1,5,2,4,8,88,165,2,3,2,"New School",16,2003,0
"05020416502",1,5,2,4,8,88,165,2,4,2,"New Road",15,2002,0
"05020600901",1,5,2,6,8,88,9,1,1,1,"Drought",1,2003,30
"05020600901",1,5,2,6,8,88,9,1,2,1,"Other Bad (Specify)",11,2003,30
"05020600901",1,5,2,6,8,88,9,1,1,2,"Other Bad (Specify)",11,2004,50
"05020600901",1,5,2,6,8,88,9,1,2,2,"Other Bad (Specify)",11,2004,50
"05020602801",1,5,2,6,8,88,28,1,1,1,"Drought",1,2003,75
"05020602801",1,5,2,6,8,88,28,1,1,2,"PSNP",19,2000,25
"05020603803",1,5,2,6,8,88,38,3,1,1,"Livestock Disease",4,2003,50
"05020603803",1,5,2,6,8,88,38,3,2,1,"Drought",1,2004,75
"05020603803",1,5,2,6,8,88,38,3,1,2,"PSNP",19,2004,25
"05020704801",1,5,2,7,8,88,48,1,1,1,"Other Bad (Specify)",11,2002,70
"05020704801",1,5,2,7,8,88,48,1,2,1,"Drought",1,2000,95
"05020704801",1,5,2,7,8,88,48,1,3,1,"Livestock Disease",4,2001,80
"05020704801",1,5,2,7,8,88,48,1,1,2,"PSNP",19,2002,50
"05020709201",1,5,2,7,8,88,92,1,1,1,"Other Bad (Specify)",11,2003,45
"05020709201",1,5,2,7,8,88,92,1,2,1,"Drought",1,2003,50
"05020709201",1,5,2,7,8,88,92,1,1,2,"Other Good (Specify)",20,2001,55
"05020709201",1,5,2,7,8,88,92,1,2,2,"Other Good (Specify)",20,2002,10
"05020709201",1,5,2,7,8,88,92,1,3,2,"New School",16,2001,45
"05090100907",1,5,9,1,8,88,9,7,1,1,"Sharp Change in Prices",7,2003,100
"05090100907",1,5,9,1,8,88,9,7,2,1,"Livestock Disease",4,2003,80
"05090100907",1,5,9,1,8,88,9,7,3,1,"Drought",1,2002,75
"05090100907",1,5,9,1,8,88,9,7,1,2,"New Health Facility",14,2002,0
"05090100907",1,5,9,1,8,88,9,7,2,2,"New Employment Oppurtunity",13,2003,0
"05090100907",1,5,9,1,8,88,9,7,3,2,"Development Project",12,2003,0
"05090100907",1,5,9,1,8,88,9,7,4,2,"Other Good (Specify)",20,2001,0
"05090102802",1,5,9,1,8,88,28,2,1,1,"Drought",1,2003,95
"05090102802",1,5,9,1,8,88,28,2,2,1,"Massive Job Lay-offs",8,2003,95
"05090102802",1,5,9,1,8,88,28,2,3,1,"Livestock Disease",4,2003,95
"05090102802",1,5,9,1,8,88,28,2,1,2,"Other Good (Specify)",20,2002,100
"05090102802",1,5,9,1,8,88,28,2,2,2,"New Health Facility",14,2002,100
"05090102802",1,5,9,1,8,88,28,2,3,2,"Other Good (Specify)",20,2002,100
"05090201201",1,5,9,2,8,88,12,1,1,1,"Livestock Disease",4,2001,70
"05090201201",1,5,9,2,8,88,12,1,2,1,"Drought",1,2001,80
"05090201201",1,5,9,2,8,88,12,1,1,2,"New Health Facility",14,2002,0
"05090201201",1,5,9,2,8,88,12,1,2,2,"Other Good (Specify)",20,2001,0
"05090201201",1,5,9,2,8,88,12,1,3,2,"New Employment Oppurtunity",13,2003,0
"05090201201",1,5,9,2,8,88,12,1,4,2,"New Health Facility",14,2003,0
"05090302001",1,5,9,3,8,88,20,1,1,1,"Livestock Disease",4,2003,90
"05090302001",1,5,9,3,8,88,20,1,2,1,"Other Bad (Specify)",11,2001,60
"05090302001",1,5,9,3,8,88,20,1,3,1,"Sharp Change in Prices",7,2004,40
"05090302001",1,5,9,3,8,88,20,1,4,1,"Drought",1,2003,95
"05090302001",1,5,9,3,8,88,20,1,1,2,"New School",16,2000,0
"05090302001",1,5,9,3,8,88,20,1,2,2,"New Health Facility",14,2000,0
"05090302602",1,5,9,3,8,88,26,2,1,1,"Sharp Change in Prices",7,2004,60
"05090302602",1,5,9,3,8,88,26,2,2,1,"Drought",1,2003,100
"05090302602",1,5,9,3,8,88,26,2,3,1,"Livestock Disease",4,2003,100
"05090302602",1,5,9,3,8,88,26,2,1,2,"New School",16,2003,0
"05090302602",1,5,9,3,8,88,26,2,2,2,"Other Good (Specify)",20,2003,0
"05090302602",1,5,9,3,8,88,26,2,3,2,"New Health Facility",14,2000,0
"05090303404",1,5,9,3,8,88,34,4,1,1,"Drought",1,2003,90
"05090303404",1,5,9,3,8,88,34,4,2,1,"Livestock Disease",4,2003,100
"05090303404",1,5,9,3,8,88,34,4,3,1,"Sharp Change in Prices",7,2004,50
"05090303404",1,5,9,3,8,88,34,4,1,2,"New Health Facility",14,2001,0
"05090400101",0,5,9,4,4,1,1,1,1,1,"Other Bad (Specify)",11,2003,25
"05090400101",0,5,9,4,4,1,1,1,2,1,"Drought",1,2002,80
"05090400101",0,5,9,4,4,1,1,1,1,2,"PSNP",19,2003,5
"05090400302",1,5,9,4,8,88,3,2,1,1,"Drought",1,2002,50
"05090400302",1,5,9,4,8,88,3,2,2,1,"Other Bad (Specify)",11,2003,25
"05090400302",1,5,9,4,8,88,3,2,3,1,"Drought",1,2002,75
"06020100802",1,6,2,1,8,88,8,2,1,1,"Crop Disease/Pests",3,2001,25
"06020100802",1,6,2,1,8,88,8,2,2,1,"Livestock Disease",4,2002,4
"06020100802",1,6,2,1,8,88,8,2,3,1,"Sharp Change in Prices",7,2004,70
"06020100802",1,6,2,1,8,88,8,2,1,2,"New Health Facility",14,2000,0
"06020100802",1,6,2,1,8,88,8,2,2,2,"Other Good (Specify)",20,2001,0
"06020100802",1,6,2,1,8,88,8,2,3,2,"New Employment Oppurtunity",13,2001,0
"06020400402",1,6,2,4,8,88,4,2,1,1,"Sharp Change in Prices",7,2002,50
"06020400402",1,6,2,4,8,88,4,2,2,1,"Crop Disease/Pests",3,2003,75
"06020701002",1,6,2,7,8,88,10,2,1,1,"Crop Disease/Pests",3,2000,25
"06020701002",1,6,2,7,8,88,10,2,2,1,"Other Bad (Specify)",11,2004,33
"06020701002",1,6,2,7,8,88,10,2,3,1,"Other Bad (Specify)",11,2004,25
"06020701002",1,6,2,7,8,88,10,2,4,1,"Livestock Disease",4,2003,10
"06020701002",1,6,2,7,8,88,10,2,1,2,"Development Project",12,2001,0
"06020701002",1,6,2,7,8,88,10,2,2,2,"New Health Facility",14,2002,0
"06030100301",1,6,3,1,8,88,3,1,1,1,"Sharp Change in Prices",7,2000,80
"06030100301",1,6,3,1,8,88,3,1,2,1,"Livestock Disease",4,2002,60
"06030100301",1,6,3,1,8,88,3,1,3,1,"Crop Disease/Pests",3,2002,60
"06030100301",1,6,3,1,8,88,3,1,1,2,"Development Project",12,2001,0
"06030100301",1,6,3,1,8,88,3,1,2,2,"Improved Transportation Services",17,2001,0
"06030100301",1,6,3,1,8,88,3,1,3,2,"New Employment Oppurtunity",13,2001,0
"06030100301",1,6,3,1,8,88,3,1,4,2,"New School",16,2001,0
"06030304202",1,6,3,3,8,88,42,2,1,1,"Sharp Change in Prices",7,2002,70
"06030304202",1,6,3,3,8,88,42,2,2,1,"Other Bad (Specify)",11,2003,50
"06030304202",1,6,3,3,8,88,42,2,3,1,"Livestock Disease",4,2002,50
"06030304202",1,6,3,3,8,88,42,2,4,1,"Other Bad (Specify)",11,1999,90
"06030304202",1,6,3,3,8,88,42,2,1,2,"New Employment Oppurtunity",13,2001,100
"06030304202",1,6,3,3,8,88,42,2,2,2,"New Road",15,2001,100
"06030304202",1,6,3,3,8,88,42,2,3,2,"Development Project",12,2000,100
"06030304202",1,6,3,3,8,88,42,2,4,2,"New Health Facility",14,2001,100
"06030500102",0,6,3,5,1,1,1,2,1,1,"Crop Disease/Pests",3,2003,2
"06030500102",0,6,3,5,1,1,1,2,2,1,"Sharp Change in Prices",7,2000,4
"06030500102",0,6,3,5,1,1,1,2,3,1,"Livestock Disease",4,1999,1
"06030500102",0,6,3,5,1,1,1,2,1,2,"Development Project",12,2002,4
"06030500102",0,6,3,5,1,1,1,2,2,2,"Improved Electricity",18,2001,2
"06030503003",1,6,3,5,8,88,30,3,1,1,"Other Bad (Specify)",11,2003,50
"06030503003",1,6,3,5,8,88,30,3,2,1,"Livestock Disease",4,1999,70
"06030503003",1,6,3,5,8,88,30,3,3,1,"Crop Disease/Pests",3,2000,50
"06030503003",1,6,3,5,8,88,30,3,4,1,"Sharp Change in Prices",7,2000,60
"06030503003",1,6,3,5,8,88,30,3,1,2,"New School",16,2003,0
"06030503003",1,6,3,5,8,88,30,3,2,2,"Development Project",12,1999,0
"06030503003",1,6,3,5,8,88,30,3,3,2,"New Health Facility",14,2002,0
"06040200801",1,6,4,2,8,88,8,1,1,1,"Human Epidemic Disease",5,2001,20
"06040200801",1,6,4,2,8,88,8,1,2,1,"Crop Disease/Pests",3,2002,40
"06040200801",1,6,4,2,8,88,8,1,3,1,"Other Bad (Specify)",11,1999,30
"06040200801",1,6,4,2,8,88,8,1,1,2,"Development Project",12,1999,50
"06040200801",1,6,4,2,8,88,8,1,2,2,"New Health Facility",14,2002,25
"06040200801",1,6,4,2,8,88,8,1,3,2,"New School",16,2001,25
"06040500203",1,6,4,5,8,88,2,3,1,1,"Livestock Disease",4,2000,75
"06040500203",1,6,4,5,8,88,2,3,2,1,"Sharp Change in Prices",7,2000,100
"06040500203",1,6,4,5,8,88,2,3,3,1,"Other Bad (Specify)",11,2000,100
"06040500203",1,6,4,5,8,88,2,3,4,1,"Other Bad (Specify)",11,2001,50
"06040500203",1,6,4,5,8,88,2,3,1,2,"New School",16,2001,90
"06040500203",1,6,4,5,8,88,2,3,2,2,"New Health Facility",14,2003,60
"06060800402",1,6,6,8,8,88,4,2,1,1,"Sharp Change in Prices",7,2000,4
"06060800402",1,6,6,8,8,88,4,2,2,1,"Livestock Disease",4,1999,3
"06060800402",1,6,6,8,8,88,4,2,3,1,"Crop Disease/Pests",3,2001,2
"06060800402",1,6,6,8,8,88,4,2,1,2,"Improved Transportation Services",17,2000,0
"06060800402",1,6,6,8,8,88,4,2,2,2,"New Health Facility",14,2001,0
"06060800402",1,6,6,8,8,88,4,2,3,2,"Development Project",12,2000,0
"06060801401",1,6,6,8,8,88,14,1,1,1,"Sharp Change in Prices",7,2003,85
"06060801401",1,6,6,8,8,88,14,1,2,1,"Other Bad (Specify)",11,2003,55
"06060801401",1,6,6,8,8,88,14,1,3,1,"Crop Disease/Pests",3,2003,65
"06060801401",1,6,6,8,8,88,14,1,4,1,"Livestock Disease",4,2002,90
