"individual_id","ea_id","rural","sa1q01","sa1q02","sa1q03","sa1q04","sa1q05","sa1q06","sa1q07","cs2q01","cs2q03","cs2q04","cs2q05_a","cs2q05_b","cs2q06","cs2q07"
"0307010140604","03070101406",1,3,7,1,8,88,14,6,4,1,42,1,,28,2
"0307010140605","03070101406",1,3,7,1,8,88,14,6,5,1,32,1,,32,2
"0307010140606","03070101406",1,3,7,1,8,88,14,6,6,1,35,1,,35,2
"0307030010501","03070300105",1,3,7,3,8,88,1,5,1,1,42,1,,42,2
"0307030010502","03070300105",1,3,7,3,8,88,1,5,2,1,48,2,,48,4
"0307030010503","03070300105",1,3,7,3,8,88,1,5,3,1,35,5,,35,4
"0307030010504","03070300105",1,3,7,3,8,88,1,5,4,1,81,3,,81,1
"0307030010505","03070300105",1,3,7,3,8,88,1,5,5,1,82,3,,82,2
"0307030010506","03070300105",1,3,7,3,8,88,1,5,6,1,55,9,,55,2
"0307030010507","03070300105",1,3,7,3,8,88,1,5,7,1,54,3,,54,1
"0307040130201","03070401302",1,3,7,4,8,88,13,2,1,2,27,1,,27,4
"0307040130202","03070401302",1,3,7,4,8,88,13,2,2,1,36,4,,1,4
"0307040130203","03070401302",1,3,7,4,8,88,13,2,3,2,25,2,,25,1
"0307040130204","03070401302",1,3,7,4,8,88,13,2,4,2,24,7,,24,4
"0307040130205","03070401302",1,3,7,4,8,88,13,2,5,1,45,1,,45,2
"0707060070101","03070500105",0,3,7,5,8,88,1,5,1,1,57,1,1,57,1
"0707060070102","03070500105",0,3,7,5,8,88,1,5,2,2,37,2,,37,1
"0707060070103","03070500105",0,3,7,5,8,88,1,5,3,1,27,2,,27,1
"0707060070104","03070500105",0,3,7,5,8,88,1,5,4,1,63,3,,63,1
"0707060070105","03070500105",0,3,7,5,8,88,1,5,5,1,35,11,,35,3
"0707060070106","03070500105",0,3,7,5,8,88,1,5,6,1,61,9,,61,1
"0707060070107","03070500105",0,3,7,5,8,88,1,5,7,2,22,7,,22,5
"0707060070108","03070500105",0,3,7,5,8,88,1,5,8,2,28,6,,14,5
"0707060070109","03070500105",0,3,7,5,8,88,1,5,9,1,55,11,,55,1
"0307050240501","03070502405",1,3,7,5,8,88,24,5,1,1,33,1,,31,5
"0307050240502","03070502405",1,3,7,5,8,88,24,5,2,2,24,7,,6,2
"0307050240503","03070502405",1,3,7,5,8,88,24,5,3,2,19,2,,19,2
"0307050240504","03070502405",1,3,7,5,8,88,24,5,4,1,26,6,,26,2
"0307050240505","03070502405",1,3,7,5,8,88,24,5,5,1,40,11,,40,2
"0307050240506","03070502405",1,3,7,5,8,88,24,5,6,1,60,3,,60,2
"0307050240507","03070502405",1,3,7,5,8,88,24,5,7,1,45,11,,25,5
"0307050240508","03070502405",1,3,7,5,8,88,24,5,8,1,22,6,,22,2
"0307050240509","03070502405",1,3,7,5,8,88,24,5,9,1,65,9,,65,2
"0307050240510","03070502405",1,3,7,5,8,88,24,5,10,1,39,11,,39,2
"0307050240511","03070502405",1,3,7,5,8,88,24,5,11,1,32,11,,32,5
"0307080140201","03070801402",1,3,7,8,8,88,14,2,1,1,43,1,,43,4
"0307080140202","03070801402",1,3,7,8,8,88,14,2,2,1,36,6,,3,4
"0307080140203","03070801402",1,3,7,8,8,88,14,2,3,1,22,11,,22,4
"0307080140204","03070801402",1,3,7,8,8,88,14,2,4,1,30,11,,30,5
"0307080140205","03070801402",1,3,7,8,8,88,14,2,5,1,30,2,,30,5
"0307080140206","03070801402",1,3,7,8,8,88,14,2,6,1,37,11,,17,4
"0307080140207","03070801402",1,3,7,8,8,88,14,2,7,2,21,7,,21,4
"0307080140208","03070801402",1,3,7,8,8,88,14,2,8,2,23,7,,23,4
"0307080140209","03070801402",1,3,7,8,8,88,14,2,9,1,38,3,,38,4
"0307100170301","03071001703",1,3,7,10,8,88,17,3,1,1,35,1,,35,3
"0307100170302","03071001703",1,3,7,10,8,88,17,3,2,2,22,2,,22,4
"0307100170303","03071001703",1,3,7,10,8,88,17,3,3,1,68,3,,68,2
"0307100170304","03071001703",1,3,7,10,8,88,17,3,4,1,64,3,,64,2
"0307100170305","03071001703",1,3,7,10,8,88,17,3,5,1,31,4,,31,4
"0307100170306","03071001703",1,3,7,10,8,88,17,3,6,1,30,6,,30,4
"0307100170307","03071001703",1,3,7,10,8,88,17,3,7,1,25,7,,25,4
"0307130130401","03071301304",1,3,7,13,8,88,13,4,1,1,27,1,,4,4
"0307130130402","03071301304",1,3,7,13,8,88,13,4,2,1,28,6,,1,4
"0307130130403","03071301304",1,3,7,13,8,88,13,4,3,1,68,3,,68,2
"0307130130404","03071301304",1,3,7,13,8,88,13,4,4,2,23,7,,1,4
"0308020150301","03080201503",1,3,8,2,8,88,15,3,1,1,32,1,,32,4
"0308020150302","03080201503",1,3,8,2,8,88,15,3,2,1,27,6,,2,4
"0308020150303","03080201503",1,3,8,2,8,88,15,3,3,2,29,7,,4,4
"0308020150304","03080201503",1,3,8,2,8,88,15,3,4,1,28,10,,1,4
"0308020150305","03080201503",1,3,8,2,8,88,15,3,5,2,20,2,,20,3
"0308020150306","03080201503",1,3,8,2,8,88,15,3,6,1,31,11,,31,4
"0308030010701","03080300107",0,3,8,3,1,1,1,7,1,1,47,1,11,14,3
"0308030010702","03080300107",0,3,8,3,1,1,1,7,2,1,23,11,,23,4
"0308030010703","03080300107",0,3,8,3,1,1,1,7,3,2,53,2,,28,1
"0308030010704","03080300107",0,3,8,3,1,1,1,7,4,1,19,2,,17,4
"0308030010705","03080300107",0,3,8,3,1,1,1,7,5,1,36,9,11,36,2
"0308030010706","03080300107",0,3,8,3,1,1,1,7,6,1,23,6,,1,4
"0308030060301","03080300603",1,3,8,3,8,88,6,3,1,2,26,11,,26,4
"0308030060302","03080300603",1,3,8,3,8,88,6,3,2,2,34,1,,34,2
"0308030060303","03080300603",1,3,8,3,8,88,6,3,3,2,28,10,,3,4
"0308030060304","03080300603",1,3,8,3,8,88,6,3,4,2,23,6,,3,4
"0308030060305","03080300603",1,3,8,3,8,88,6,3,5,2,26,6,,4,4
"0308040050301","03080400503",1,3,8,4,8,88,5,3,1,1,38,1,,20,2
"0308040050302","03080400503",1,3,8,4,8,88,5,3,2,2,24,7,,1,4
"0308040050303","03080400503",1,3,8,4,8,88,5,3,3,1,52,3,,52,2
"0308040050304","03080400503",1,3,8,4,8,88,5,3,4,1,41,3,,35,2
"0308040050305","03080400503",1,3,8,4,8,88,5,3,5,1,28,10,,1,4
"0308040050306","03080400503",1,3,8,4,8,88,5,3,6,2,28,7,,6,4
"0308040050307","03080400503",1,3,8,4,8,88,5,3,7,1,22,6,,4,4
"0309010120201","03090101202",1,3,9,1,8,88,12,2,1,1,24,5,,3,4
"0309010120202","03090101202",1,3,9,1,8,88,12,2,2,1,42,1,,42,3
"0309010120203","03090101202",1,3,9,1,8,88,12,2,3,2,22,6,,3,4
"0309010120204","03090101202",1,3,9,1,8,88,12,2,4,1,38,2,,38,1
"0309010120205","03090101202",1,3,9,1,8,88,12,2,5,1,54,9,,54,5
"0309010120206","03090101202",1,3,9,1,8,88,12,2,6,2,25,7,,6,4
"0309010120207","03090101202",1,3,9,1,8,88,12,2,7,1,52,3,,52,2
"0309020250101","03090202501",1,3,9,2,8,88,25,1,1,1,46,1,,46,2
"0309020250102","03090202501",1,3,9,2,8,88,25,1,2,1,50,3,,40,1
"0309020250103","03090202501",1,3,9,2,8,88,25,1,3,2,25,7,2,6,4
"0309020250104","03090202501",1,3,9,2,8,88,25,1,4,1,28,6,,1,4
"0309020250105","03090202501",1,3,9,2,8,88,25,1,5,1,49,9,11,49,2
"0309070320101","03090203201",1,3,9,2,8,88,32,1,1,1,42,1,,42,3
"0309070320102","03090203201",1,3,9,2,8,88,32,1,2,2,41,2,,41,1
"0309070320103","03090203201",1,3,9,2,8,88,32,1,3,1,26,6,,1,4
"0309070320104","03090203201",1,3,9,2,8,88,32,1,4,1,35,10,,4,4
"0309070320105","03090203201",1,3,9,2,8,88,32,1,5,1,65,3,,65,1
"0309070320106","03090203201",1,3,9,2,8,88,32,1,6,1,26,11,,1,4
"0309040070201","03090400702",1,3,9,4,8,88,7,2,1,1,40,1,,15,3
"0309040070202","03090400702",1,3,9,4,8,88,7,2,2,1,39,11,9,39,2
"0309040070203","03090400702",1,3,9,4,8,88,7,2,3,1,42,3,3,42,1
"0309040070204","03090400702",1,3,9,4,8,88,7,2,4,2,32,2,,32,1
"0309040070205","03090400702",1,3,9,4,8,88,7,2,5,1,28,2,,28,2
"0309040070206","03090400702",1,3,9,4,8,88,7,2,6,1,29,2,,29,2
"0309050110201","03090501102",1,3,9,5,8,88,11,2,1,1,40,1,,40,2
"0309050110202","03090501102",1,3,9,5,8,88,11,2,2,1,25,11,,25,4
"0309050110203","03090501102",1,3,9,5,8,88,11,2,3,1,43,9,,43,3
"0309050110204","03090501102",1,3,9,5,8,88,11,2,4,1,26,6,,26,4
"0309050110205","03090501102",1,3,9,5,8,88,11,2,5,2,26,7,,26,4
"0309050110206","03090501102",1,3,9,5,8,88,11,2,6,1,26,10,,2,4
"0309050110207","03090501102",1,3,9,5,8,88,11,2,7,1,50,3,,50,2
"0309060010501","03090600105",0,3,9,6,2,1,1,5,1,1,43,1,,15,3
"0309060010502","03090600105",0,3,9,6,2,1,1,5,2,1,32,10,,6,3
"0309060010503","03090600105",0,3,9,6,2,1,1,5,3,1,27,2,,3,4
"0309060010504","03090600105",0,3,9,6,2,1,1,5,4,1,33,3,,8,4
"0309060010505","03090600105",0,3,9,6,2,1,1,5,5,1,25,7,,2,4
"0309060010506","03090600105",0,3,9,6,2,1,1,5,6,2,26,11,,4,4
"0309060010507","03090600105",0,3,9,6,2,1,1,5,7,2,22,2,,1,4
"0310010110601","03100101106",1,3,10,1,8,88,11,6,1,1,48,1,,48,1
"0310010110602","03100101106",1,3,10,1,8,88,11,6,2,1,37,2,,37,1
"0310010110603","03100101106",1,3,10,1,8,88,11,6,3,1,30,6,,1,4
"0310010110604","03100101106",1,3,10,1,8,88,11,6,4,1,40,2,,40,1
"0310010110605","03100101106",1,3,10,1,8,88,11,6,5,2,22,7,,5,4
"0310010110606","03100101106",1,3,10,1,8,88,11,6,6,1,38,2,,38,2
"0310010110607","03100101106",1,3,10,1,8,88,11,6,7,2,32,2,,32,2
"0310010110608","03100101106",1,3,10,1,8,88,11,6,8,1,27,2,,27,2
"0310010110609","03100101106",1,3,10,1,8,88,11,6,9,1,22,10,,2,4
"0310010110610","03100101106",1,3,10,1,8,88,11,6,10,1,50,3,,50,1
"0310010110611","03100101106",1,3,10,1,8,88,11,6,11,1,40,9,,40,2
"0310020160101","03100201601",1,3,10,2,8,88,16,1,1,1,31,1,,8,1
"0310020160102","03100201601",1,3,10,2,8,88,16,1,2,1,30,11,,2,4
"0310020160103","03100201601",1,3,10,2,8,88,16,1,3,1,22,10,,1,4
"0310020160104","03100201601",1,3,10,2,8,88,16,1,4,2,50,2,,50,1
"0310020160105","03100201601",1,3,10,2,8,88,16,1,5,1,37,2,,37,1
"0310020160106","03100201601",1,3,10,2,8,88,16,1,6,1,59,9,,33,2
"0310020160107","03100201601",1,3,10,2,8,88,16,1,7,1,29,6,,1,4
"0310020160108","03100201601",1,3,10,2,8,88,16,1,8,1,21,7,,1,4
"0310020160109","03100201601",1,3,10,2,8,88,16,1,9,1,22,5,,1,4
"0310040020301","03100400103",0,3,10,4,3,1,1,3,1,1,45,8,,15,4
"0310040020302","03100400103",0,3,10,4,3,1,1,3,2,1,45,1,,45,3
"0310040020303","03100400103",0,3,10,4,3,1,1,3,3,1,32,1,,32,3
"0310040020304","03100400103",0,3,10,4,3,1,1,3,4,2,26,4,,9,4
"0310040020305","03100400103",0,3,10,4,3,1,1,3,5,1,58,9,,58,3
"0310040020306","03100400103",0,3,10,4,3,1,1,3,6,1,24,10,,4,4
"0310040020307","03100400103",0,3,10,4,3,1,1,3,7,2,36,2,,36,5
"0310040020308","03100400103",0,3,10,4,3,1,1,3,8,1,43,7,11,10,4
"0310040040801","03100400408",1,3,10,4,8,88,4,8,1,1,50,9,,20,3
"0310040040802","03100400408",1,3,10,4,8,88,4,8,2,1,55,3,,34,3
"0310040040803","03100400408",1,3,10,4,8,88,4,8,3,1,56,3,,50,3
"0310040040804","03100400408",1,3,10,4,8,88,4,8,4,1,67,9,,56,1
"0310040040805","03100400408",1,3,10,4,8,88,4,8,5,2,19,11,,6,4
"0310040040806","03100400408",1,3,10,4,8,88,4,8,6,2,20,11,,1,4
"0310040040807","03100400408",1,3,10,4,8,88,4,8,7,1,26,6,,5,4
"0310040040808","03100400408",1,3,10,4,8,88,4,8,8,1,24,6,,2,4
"0310040040809","03100400408",1,3,10,4,8,88,4,8,9,1,27,2,,27,1
"0310040040810","03100400408",1,3,10,4,8,88,4,8,10,2,49,2,,15,3
"0312010010101","03120100101",1,3,12,1,8,88,1,1,1,1,38,1,,38,3
"0312010010102","03120100101",1,3,12,1,8,88,1,1,2,1,32,2,,32,2
"0312010010103","03120100101",1,3,12,1,8,88,1,1,3,1,62,3,,62,1
"0312010010104","03120100101",1,3,12,1,8,88,1,1,4,1,55,3,,40,1
"0312010010105","03120100101",1,3,12,1,8,88,1,1,5,1,41,3,9,41,2
"0312010030301","03120100303",1,3,12,1,8,88,3,3,1,1,74,9,3,74,1
"0312010030302","03120100303",1,3,12,1,8,88,3,3,2,1,40,1,,40,3
"0312010030303","03120100303",1,3,12,1,8,88,3,3,3,2,24,2,,2,4
"0312010030304","03120100303",1,3,12,1,8,88,3,3,4,1,60,3,,60,3
"0312010030305","03120100303",1,3,12,1,8,88,3,3,5,1,50,11,,50,1
"0312010030306","03120100303",1,3,12,1,8,88,3,3,6,2,28,2,,28,2
"0312010030307","03120100303",1,3,12,1,8,88,3,3,7,1,24,11,,2,4
"0312010050401","03120100504",1,3,12,1,8,88,5,4,1,1,34,1,,34,1
"0312010050402","03120100504",1,3,12,1,8,88,5,4,2,1,38,3,,38,5
"0312010050403","03120100504",1,3,12,1,8,88,5,4,3,1,37,3,,10,1
"0312010050404","03120100504",1,3,12,1,8,88,5,4,4,1,39,8,,15,2
"0312010050405","03120100504",1,3,12,1,8,88,5,4,5,1,55,9,,41,2
"0401010220201","04010102202",1,4,1,1,8,88,22,2,1,1,34,1,,34,4
"0401010220202","04010102202",1,4,1,1,8,88,22,2,2,1,27,4,,27,4
"0401010220203","04010102202",1,4,1,1,8,88,22,2,3,1,35,11,,23,3
"0401010220204","04010102202",1,4,1,1,8,88,22,2,4,1,62,3,,30,3
"0401010220205","04010102202",1,4,1,1,8,88,22,2,5,1,23,6,,23,4
"0401010220206","04010102202",1,4,1,1,8,88,22,2,6,1,24,11,,2,4
"0401010220207","04010102202",1,4,1,1,8,88,22,2,7,1,41,3,,30,3
"0401010220208","04010102202",1,4,1,1,8,88,22,2,8,2,21,7,,3,4
"0401060130201","04010601302",1,4,1,6,8,88,13,2,1,1,24,11,,24,4
"0401060130202","04010601302",1,4,1,6,8,88,13,2,2,1,28,1,,28,3
"0401060130203","04010601302",1,4,1,6,8,88,13,2,3,2,22,7,,3,4
"0401060130204","04010601302",1,4,1,6,8,88,13,2,4,1,48,6,,0,4
"0401060130205","04010601302",1,4,1,6,8,88,13,2,5,1,65,3,,65,4
"0401060130206","04010601302",1,4,1,6,8,88,13,2,6,1,26,11,,20,4
"0401060130207","04010601302",1,4,1,6,8,88,13,2,7,1,57,3,,57,4
"0401130050101","04011300501",1,4,1,13,8,88,5,1,1,1,35,1,,35,3
"0401130050102","04011300501",1,4,1,13,8,88,5,1,2,1,54,3,,54,1
"0401130050103","04011300501",1,4,1,13,8,88,5,1,3,1,50,3,11,50,3
"0401130050104","04011300501",1,4,1,13,8,88,5,1,4,1,39,2,,39,3
"0401130050105","04011300501",1,4,1,13,8,88,5,1,5,2,26,7,,5,4
"0401130050106","04011300501",1,4,1,13,8,88,5,1,6,1,23,6,,1,4
"0401160010301","04011600103",0,4,1,16,2,1,1,3,1,1,33,11,,25,4
"0401160010302","04011600103",0,4,1,16,2,1,1,3,2,1,30,1,,10,4
"0401160010303","04011600103",0,4,1,16,2,1,1,3,3,1,62,3,,62,3
"0401160010304","04011600103",0,4,1,16,2,1,1,3,4,2,23,7,,2,4
"0401160010305","04011600103",0,4,1,16,2,1,1,3,5,1,74,11,,74,3
"0401160010306","04011600103",0,4,1,16,2,1,1,3,6,1,48,11,,25,4
"0401160010307","04011600103",0,4,1,16,2,1,1,3,7,1,54,11,,54,4
"0401160010308","04011600103",0,4,1,16,2,1,1,3,8,1,33,11,,25,4
"0401160010309","04011600103",0,4,1,16,2,1,1,3,9,1,30,1,,10,4
"0401160010310","04011600103",0,4,1,16,2,1,1,3,10,1,62,3,,62,3
"0401160010311","04011600103",0,4,1,16,2,1,1,3,11,2,23,7,,2,4
"0401180240201","04011802402",1,4,1,18,8,88,24,2,1,1,45,1,,45,3
"0401180240202","04011802402",1,4,1,18,8,88,24,2,2,2,21,7,,3,4
"0401180240203","04011802402",1,4,1,18,8,88,24,2,3,1,29,6,,2,4
"0401180240204","04011802402",1,4,1,18,8,88,24,2,4,1,35,11,,35,2
"0401180240205","04011802402",1,4,1,18,8,88,24,2,5,1,32,6,,32,4
"0401180240206","04011802402",1,4,1,18,8,88,24,2,6,1,24,5,,5,4
"0402040110501","04020401105",1,4,2,4,8,88,11,5,1,1,35,11,,35,4
"0402040110502","04020401105",1,4,2,4,8,88,11,5,2,1,37,1,,37,4
"0402040110503","04020401105",1,4,2,4,8,88,11,5,3,1,51,2,,51,3
"0402040110504","04020401105",1,4,2,4,8,88,11,5,4,1,26,3,,4,4
"0402040110505","04020401105",1,4,2,4,8,88,11,5,5,2,25,7,,4,4
"0402100110201","04021001102",1,4,2,10,8,88,11,2,1,1,34,1,,34,4
"0402100110202","04021001102",1,4,2,10,8,88,11,2,2,1,27,4,,2,4
"0402100110203","04021001102",1,4,2,10,8,88,11,2,3,2,20,7,,3,4
"0402100110204","04021001102",1,4,2,10,8,88,11,2,4,2,20,7,,3,4
"0402100110205","04021001102",1,4,2,10,8,88,11,2,5,1,44,11,,1,4
"0402100110206","04021001102",1,4,2,10,8,88,11,2,6,1,36,11,,36,2
"0402100110207","04021001102",1,4,2,10,8,88,11,2,7,1,38,11,,38,3
"0402100110208","04021001102",1,4,2,10,8,88,11,2,8,2,65,2,,65,1
"0402140020401","04021400204",0,4,2,14,1,1,2,4,1,1,49,1,,25,4
"0402140020402","04021400204",0,4,2,14,1,1,2,4,2,1,41,2,,10,4
"0402140020403","04021400204",0,4,2,14,1,1,2,4,3,1,61,3,,61,4
"0402140020404","04021400204",0,4,2,14,1,1,2,4,4,1,34,6,,15,4
"0402140020405","04021400204",0,4,2,14,1,1,2,4,5,2,32,6,,20,4
"0402140020406","04021400204",0,4,2,14,1,1,2,4,6,2,22,7,,22,4
"0402140020407","04021400204",0,4,2,14,1,1,2,4,7,1,32,10,,3,4
"0402140180101","04021401801",1,4,2,14,8,88,18,1,1,1,40,1,,40,3
"0402140180102","04021401801",1,4,2,14,8,88,18,1,2,1,28,6,,28,4
"0402140180103","04021401801",1,4,2,14,8,88,18,1,3,1,28,6,,4,4
"0402140180104","04021401801",1,4,2,14,8,88,18,1,4,1,26,7,,26,4
"0402140180105","04021401801",1,4,2,14,8,88,18,1,5,1,55,3,,55,1
"0402140180106","04021401801",1,4,2,14,8,88,18,1,6,1,28,11,,28,3
"0403020180301","04030201803",1,4,3,2,8,88,18,3,1,1,35,1,,35,3
"0403020180302","04030201803",1,4,3,2,8,88,18,3,2,1,22,4,,22,4
"0403020180303","04030201803",1,4,3,2,8,88,18,3,3,1,38,11,,38,3
"0403020180304","04030201803",1,4,3,2,8,88,18,3,4,1,25,11,,25,4
"0403020180305","04030201803",1,4,3,2,8,88,18,3,5,2,23,6,,2,4
"0403020180306","04030201803",1,4,3,2,8,88,18,3,6,1,65,3,,65,2
"0403080010801","04030800108",0,4,3,8,1,0,1,8,1,1,47,1,,6,4
"0403080010802","04030800108",0,4,3,8,1,0,1,8,2,1,38,9,,13,2
"0403080010803","04030800108",0,4,3,8,1,0,1,8,3,1,40,5,,6,4
"0403080010804","04030800108",0,4,3,8,1,0,1,8,4,1,70,3,,24,3
"0403080010805","04030800108",0,4,3,8,1,0,1,8,5,1,42,2,,9,4
"0403080010806","04030800108",0,4,3,8,1,0,1,8,6,1,38,6,,38,4
"0403080010807","04030800108",0,4,3,8,1,0,1,8,7,2,40,2,,30,2
"0403080010808","04030800108",0,4,3,8,1,0,1,8,8,1,53,9,,30,2
"0403080040101","04030800401",1,4,3,8,8,88,4,1,1,1,47,9,,39,2
"0403080040102","04030800401",1,4,3,8,8,88,4,1,2,1,82,3,,82,2
"0403080040103","04030800401",1,4,3,8,8,88,4,1,3,1,46,2,,46,2
"0403080040104","04030800401",1,4,3,8,8,88,4,1,4,2,26,1,,5,4
"0403080040105","04030800401",1,4,3,8,8,88,4,1,5,1,48,2,,48,2
"0403080040106","04030800401",1,4,3,8,8,88,4,1,6,1,47,9,,47,2
"0403080040107","04030800401",1,4,3,8,8,88,4,1,7,1,28,3,,9,2
"0403080040108","04030800401",1,4,3,8,8,88,4,1,8,1,23,6,,2,4
"0403080040109","04030800401",1,4,3,8,8,88,4,1,9,2,21,7,,4,4
"0403080040110","04030800401",1,4,3,8,8,88,4,1,10,1,27,4,,3,4
"0403080040111","04030800401",1,4,3,8,8,88,4,1,11,2,21,5,,5,4
"0403140060201","04031400602",1,4,3,14,8,88,6,2,1,1,51,1,,51,3
"0403140060202","04031400602",1,4,3,14,8,88,6,2,2,1,28,4,,5,4
"0403140060203","04031400602",1,4,3,14,8,88,6,2,3,2,25,11,,25,4
"0403140060204","04031400602",1,4,3,14,8,88,6,2,4,1,24,6,,24,4
"0403140060205","04031400602",1,4,3,14,8,88,6,2,5,1,60,3,,60,2
"0404010110301","04040101103",1,4,4,1,8,88,11,3,1,2,26,7,,6,4
"0404010110302","04040101103",1,4,4,1,8,88,11,3,2,1,21,8,,21,5
"0404010110303","04040101103",1,4,4,1,8,88,11,3,3,1,38,1,11,38,5
"0404010110304","04040101103",1,4,4,1,8,88,11,3,4,1,23,6,,1,4
"0404010110305","04040101103",1,4,4,1,8,88,11,3,5,1,22,11,,2,4
"0404010110306","04040101103",1,4,4,1,8,88,11,3,6,1,26,4,,7,4
"0404010110307","04040101103",1,4,4,1,8,88,11,3,7,1,22,11,,4,4
"0404010110308","04040101103",1,4,4,1,8,88,11,3,8,1,22,5,,22,4
"0404050190201","04040501902",1,4,4,5,8,88,19,2,1,1,34,1,,34,3
"0404050190202","04040501902",1,4,4,5,8,88,19,2,2,1,25,10,,2,4
"0404050190203","04040501902",1,4,4,5,8,88,19,2,3,1,43,2,,43,3
"0404050190204","04040501902",1,4,4,5,8,88,19,2,4,2,22,11,,22,4
"0404050190205","04040501902",1,4,4,5,8,88,19,2,5,1,43,3,,43,3
"0404050190206","04040501902",1,4,4,5,8,88,19,2,6,1,28,4,,3,5
"0404100070101","04041000701",1,4,4,10,8,88,7,1,1,1,38,1,,38,1
"0404100070102","04041000701",1,4,4,10,8,88,7,1,2,1,40,9,,40,2
"0404100070103","04041000701",1,4,4,10,8,88,7,1,3,2,28,4,,2,4
"0404100070104","04041000701",1,4,4,10,8,88,7,1,4,1,27,6,,3,4
"0404100070105","04041000701",1,4,4,10,8,88,7,1,5,2,23,7,,23,4
"0404100070106","04041000701",1,4,4,10,8,88,7,1,6,2,60,2,,60,1
"0404120010401","04041200104",0,4,4,12,8,88,1,4,1,1,31,4,,11,4
"0404120010402","04041200104",0,4,4,12,8,88,1,4,2,1,63,9,,40,5
"0404120010403","04041200104",0,4,4,12,8,88,1,4,3,1,44,3,,15,5
"0404120010404","04041200104",0,4,4,12,8,88,1,4,4,1,25,7,,4,4
"0404120010405","04041200104",0,4,4,12,8,88,1,4,5,1,20,11,,20,4
"0404140170201","04041401702",1,4,4,14,8,88,17,2,1,1,32,2,,5,4
"0404140170202","04041401702",1,4,4,14,8,88,17,2,2,1,25,5,,1,4
"0404140170203","04041401702",1,4,4,14,8,88,17,2,3,1,40,9,,1,3
"0404140170204","04041401702",1,4,4,14,8,88,17,2,4,1,48,3,,48,2
"0404140170205","04041401702",1,4,4,14,8,88,17,2,5,1,39,11,,39,4
"0404140170206","04041401702",1,4,4,14,8,88,17,2,6,1,40,1,,40,3
"0404140170207","04041401702",1,4,4,14,8,88,17,2,7,1,34,11,,34,3
"0404140170208","04041401702",1,4,4,14,8,88,17,2,8,1,48,3,,48,2
"0404140170209","04041401702",1,4,4,14,8,88,17,2,9,1,30,11,,30,4
"0405030310401","04050303104",1,4,5,3,8,88,31,4,1,1,43,1,,43,3
"0405030310402","04050303104",1,4,5,3,8,88,31,4,2,1,23,11,,23,4
"0405030310403","04050303104",1,4,5,3,8,88,31,4,3,1,23,5,,3,4
"0405030310404","04050303104",1,4,5,3,8,88,31,4,4,1,23,5,,2,4
"0405030310405","04050303104",1,4,5,3,8,88,31,4,5,2,21,2,,1,4
"0405030310406","04050303104",1,4,5,3,8,88,31,4,6,1,35,1,,35,3
"0405030310407","04050303104",1,4,5,3,8,88,31,4,7,1,31,6,,4,4
"0405030310408","04050303104",1,4,5,3,8,88,31,4,8,1,30,6,,3,4
"0405030310409","04050303104",1,4,5,3,8,88,31,4,9,2,24,7,,3,4
"0405030310410","04050303104",1,4,5,3,8,88,31,4,10,2,23,7,,3,4
"0405080310301","04050803103",1,4,5,8,8,88,31,3,1,1,43,11,,31,2
"0405080310302","04050803103",1,4,5,8,8,88,31,3,2,1,39,11,,31,4
"0405080310303","04050803103",1,4,5,8,8,88,31,3,3,1,46,11,,28,2
"0405080310304","04050803103",1,4,5,8,8,88,31,3,4,1,27,4,,4,4
"0405080310305","04050803103",1,4,5,8,8,88,31,3,5,1,23,6,,1,4
"0405080310306","04050803103",1,4,5,8,8,88,31,3,6,1,50,3,,31,2
"0405080310307","04050803103",1,4,5,8,8,88,31,3,7,2,44,2,,15,1
"0405080310308","04050803103",1,4,5,8,8,88,31,3,8,1,23,11,,3,4
"0405080310309","04050803103",1,4,5,8,8,88,31,3,9,2,22,7,,3,4
"0405120010401","04051200104",0,4,5,12,8,88,1,4,1,1,36,1,,15,4
"0405120010402","04051200104",0,4,5,12,8,88,1,4,2,1,60,11,,33,4
"0405120010403","04051200104",0,4,5,12,8,88,1,4,3,1,51,11,,20,3
"0405120010404","04051200104",0,4,5,12,8,88,1,4,4,2,32,11,,32,3
"0405120010405","04051200104",0,4,5,12,8,88,1,4,5,1,46,11,,30,3
"0405120010406","04051200104",0,4,5,12,8,88,1,4,6,1,40,7,,3,4
"0405120010407","04051200104",0,4,5,12,8,88,1,4,7,1,34,5,,6,4
"0405130240501","04051302405",1,4,5,13,8,88,24,5,1,1,28,4,,6,4
"0405130240502","04051302405",1,4,5,13,8,88,24,5,2,2,24,7,,6,4
"0405130240503","04051302405",1,4,5,13,8,88,24,5,3,1,26,6,,6,4
"0405130240504","04051302405",1,4,5,13,8,88,24,5,4,1,39,1,,39,4
"0405130240505","04051302405",1,4,5,13,8,88,24,5,5,1,32,2,,32,4
"0405130240506","04051302405",1,4,5,13,8,88,24,5,6,1,42,3,,42,3
"0406010010201","04060100102",0,4,6,1,1,1,1,2,1,2,21,11,1,17,4
"0406010010202","04060100102",0,4,6,1,1,1,1,2,2,1,43,11,,37,3
"0406010010203","04060100102",0,4,6,1,1,1,1,2,3,1,35,11,,3,2
"0406010010204","04060100102",0,4,6,1,1,1,1,2,4,1,65,11,,47,3
"0406010010205","04060100102",0,4,6,1,1,1,1,2,5,2,27,7,,23,4
"0406010010206","04060100102",0,4,6,1,1,1,1,2,6,1,66,3,,33,3
