"holder_id","household_id","ea_id","rural","pw","parcel_id","saq01","saq02","saq03","saq04","saq05","saq06","pp_saq07","pp_s2q02","pp_s2q03","pp_s2q04","pp_s2q05_a","pp_s2q05_b","pp_s2q06_a","pp_s2q06_b","pp_s2q07_a","pp_s2q07_b","pp_s2q08","pp_s2q09_a","pp_s2q09_b","pp_s2q10","pp_s2q11","pp_s2q12","pp_s2q13_a","pp_s2q13_b"
"0418030100402201","04180301004022","04180301004",1,4264.59423828125,4,4,18,3,10,4,22,1,1,2,1,8,2003,1,,,,,,,2,100,,,
"0418030100402201","04180301004022","04180301004",1,4264.59423828125,5,4,18,3,10,4,22,1,1,2,1,8,2003,1,,,,,,,2,100,,,
"0418030100402201","04180301004022","04180301004",1,4264.59423828125,6,4,18,3,10,4,22,1,1,2,1,8,2003,1,,,,,,,2,100,,,
"0418030100402201","04180301004022","04180301004",1,4264.59423828125,7,4,18,3,10,4,22,1,1,2,1,8,2003,1,,,,,,,2,100,,,
"0418030100402601","04180301004026","04180301004",1,4264.59423828125,1,4,18,3,10,4,26,1,12,1,1,6,2002,1,,,,,,,2,200,,,
"0418030100402601","04180301004026","04180301004",1,4264.59423828125,2,4,18,3,10,4,26,1,5,1,1,6,2002,1,,,,,,,2,100,,,
"0418030100402601","04180301004026","04180301004",1,4264.59423828125,3,4,18,3,10,4,26,1,1,1,1,6,2002,1,,,,,,,2,50,,,
"0418030100402601","04180301004026","04180301004",1,4264.59423828125,4,4,18,3,10,4,26,1,1,1,1,6,2002,1,,,,,,,2,50,,,
"0418030100402601","04180301004026","04180301004",1,4264.59423828125,5,4,18,3,10,4,26,1,1,1,1,6,2002,1,,,,,,,2,250,,,
"0418030100402601","04180301004026","04180301004",1,4264.59423828125,6,4,18,3,10,4,26,1,2,1,1,6,2002,1,,,,,,,2,50,,,
"0418030100403801","04180301004038","04180301004",1,4264.59423828125,1,4,18,3,10,4,38,1,8,2,1,6,2001,1,,,,,,,2,200,,,
"0418030100403801","04180301004038","04180301004",1,4264.59423828125,2,4,18,3,10,4,38,1,6,2,1,6,2001,1,,,,,,,2,100,,,
"0418030100403801","04180301004038","04180301004",1,4264.59423828125,3,4,18,3,10,4,38,1,1,2,1,6,2001,1,,,,,,,2,200,,,
"0418030100403801","04180301004038","04180301004",1,4264.59423828125,4,4,18,3,10,4,38,1,2,2,1,6,2001,1,,,,,,,2,200,,,
"0418030100403801","04180301004038","04180301004",1,4264.59423828125,5,4,18,3,10,4,38,1,1,2,1,6,2001,1,,,,,,,2,200,,,
"0418030100403801","04180301004038","04180301004",1,4264.59423828125,6,4,18,3,10,4,38,1,2,2,1,6,2001,1,,,,,,,2,200,,,
"0418030100403801","04180301004038","04180301004",1,4264.59423828125,7,4,18,3,10,4,38,1,2,1,1,6,2001,1,,,,,,,2,100,,,
"0418030100405001","04180301004050","04180301004",1,4264.59423828125,1,4,18,3,10,4,50,1,12,4,,,,,,,,,,,,100,,,
"0418030100405001","04180301004050","04180301004",1,4264.59423828125,2,4,18,3,10,4,50,1,1,4,,,,,,,,,,,,150,,,
"0418030100405001","04180301004050","04180301004",1,4264.59423828125,3,4,18,3,10,4,50,1,1,4,,,,,,,,,,,,100,,,
"0418030100405001","04180301004050","04180301004",1,4264.59423828125,4,4,18,3,10,4,50,1,1,4,,,,,,,,,,,,80,,,
"0418030100405001","04180301004050","04180301004",1,4264.59423828125,5,4,18,3,10,4,50,1,3,4,,,,,,,,,,,,250,,,
"0418030100406201","04180301004062","04180301004",1,4264.59423828125,1,4,18,3,10,4,62,1,9,1,1,12,2003,1,,,,,,,2,500,,,
"0418030100406201","04180301004062","04180301004",1,4264.59423828125,2,4,18,3,10,4,62,1,2,1,1,12,2003,1,,,,,,,2,400,,,
"0418030100406201","04180301004062","04180301004",1,4264.59423828125,3,4,18,3,10,4,62,1,1,1,1,12,2003,1,,,,,,,2,200,,,
"0418030100406201","04180301004062","04180301004",1,4264.59423828125,4,4,18,3,10,4,62,1,1,1,1,12,2003,1,,,,,,,2,200,,,
"0418030100406201","04180301004062","04180301004",1,4264.59423828125,5,4,18,3,10,4,62,1,1,1,1,12,2003,1,,,,,,,2,250,,,
"0418030100406201","04180301004062","04180301004",1,4264.59423828125,6,4,18,3,10,4,62,1,1,1,1,12,2003,1,,,,,,,2,150,,,
"0418030100406201","04180301004062","04180301004",1,4264.59423828125,7,4,18,3,10,4,62,1,1,1,1,12,2003,1,,,,,,,2,180,,,
"0418030100406201","04180301004062","04180301004",1,4264.59423828125,8,4,18,3,10,4,62,1,5,1,1,12,2003,1,,,,,,,2,350,,,
"0418030100406201","04180301004062","04180301004",1,4264.59423828125,9,4,18,3,10,4,62,1,5,1,1,12,2003,1,,,,,,,2,350,,,
"0418030100407401","04180301004074","04180301004",1,4264.59423828125,1,4,18,3,10,4,74,1,9,2,1,5,2001,1,,,,,,,2,500,,,
"0418030100407401","04180301004074","04180301004",1,4264.59423828125,2,4,18,3,10,4,74,1,6,2,1,5,2001,1,,,,,,,2,100,,,
"0418030100407401","04180301004074","04180301004",1,4264.59423828125,3,4,18,3,10,4,74,1,2,2,1,5,2001,1,,,,,,,2,80,,,
"0418030100407401","04180301004074","04180301004",1,4264.59423828125,4,4,18,3,10,4,74,1,2,2,1,5,2001,1,,,,,,,2,700,,,
"0418030100407401","04180301004074","04180301004",1,4264.59423828125,5,4,18,3,10,4,74,1,1,2,1,5,2001,1,,,,,,,2,200,,,
"0418030100407401","04180301004074","04180301004",1,4264.59423828125,6,4,18,3,10,4,74,1,1,2,1,5,2001,1,,,,,,,,,,,
"0418030100408601","04180301004086","04180301004",1,4264.59423828125,1,4,18,3,10,4,86,1,1,2,1,8,2001,1,,,,,,,2,100,,,
"0418030100408601","04180301004086","04180301004",1,4264.59423828125,2,4,18,3,10,4,86,1,3,2,1,8,2001,1,,,,,,,2,170,,,
"0418030100408601","04180301004086","04180301004",1,4264.59423828125,3,4,18,3,10,4,86,1,8,2,1,8,2001,1,,,,,,,2,250,,,
"0418030100408601","04180301004086","04180301004",1,4264.59423828125,4,4,18,3,10,4,86,1,1,2,1,8,2001,1,,,,,,,2,350,,,
"0418030100408601","04180301004086","04180301004",1,4264.59423828125,5,4,18,3,10,4,86,1,2,2,1,8,2001,1,,,,,,,2,200,,,
"0418030100408601","04180301004086","04180301004",1,4264.59423828125,6,4,18,3,10,4,86,1,2,2,1,8,2001,1,,,,,,,2,300,,,
"0418030100408601","04180301004086","04180301004",1,4264.59423828125,7,4,18,3,10,4,86,1,1,2,1,8,2001,1,,,,,,,2,450,,,
"0418030100408601","04180301004086","04180301004",1,4264.59423828125,8,4,18,3,10,4,86,1,1,2,1,8,2001,1,,,,,,,2,500,,,
"0418030100408601","04180301004086","04180301004",1,4264.59423828125,9,4,18,3,10,4,86,1,1,2,1,8,2001,1,,,,,,,2,200,,,
"0418030100408601","04180301004086","04180301004",1,4264.59423828125,10,4,18,3,10,4,86,1,4,2,1,8,2001,1,,,,,,,2,150,,,
"0418030100409801","04180301004098","04180301004",1,4264.59423828125,1,4,18,3,10,4,98,1,12,2,1,5,2001,1,,,,,,,2,500,,,
"0418030100409801","04180301004098","04180301004",1,4264.59423828125,2,4,18,3,10,4,98,1,1,2,1,5,2001,1,,,,,,,2,200,,,
"0418030100409801","04180301004098","04180301004",1,4264.59423828125,3,4,18,3,10,4,98,1,1,2,1,5,2001,1,,,,,,,2,250,,,
"0418030100409801","04180301004098","04180301004",1,4264.59423828125,4,4,18,3,10,4,98,1,1,2,1,5,2001,1,,,,,,,2,100,,,
"0418030100411001","04180301004110","04180301004",1,4264.59423828125,1,4,18,3,10,4,110,1,7,2,1,6,2000,1,,,,,,,2,350,,,
"0418030100411001","04180301004110","04180301004",1,4264.59423828125,2,4,18,3,10,4,110,1,7,2,1,6,2000,1,,,,,,,2,250,,,
"0418030100411001","04180301004110","04180301004",1,4264.59423828125,3,4,18,3,10,4,110,1,4,2,1,6,2000,1,,,,,,,2,300,,,
"0418030100411001","04180301004110","04180301004",1,4264.59423828125,4,4,18,3,10,4,110,1,2,2,1,6,2000,1,,,,,,,2,200,,,
"0418030100411001","04180301004110","04180301004",1,4264.59423828125,5,4,18,3,10,4,110,1,1,2,1,6,2000,1,,,,,,,2,100,,,
"0418030100411001","04180301004110","04180301004",1,4264.59423828125,6,4,18,3,10,4,110,1,1,2,1,6,2000,1,,,,,,,2,150,,,
"0418030100411001","04180301004110","04180301004",1,4264.59423828125,7,4,18,3,10,4,110,1,1,2,1,6,2000,1,,,,,,,2,120,,,
"0418030100411001","04180301004110","04180301004",1,4264.59423828125,8,4,18,3,10,4,110,1,1,2,1,6,2000,1,,,,,,,2,130,,,
"0418030100411001","04180301004110","04180301004",1,4264.59423828125,9,4,18,3,10,4,110,1,1,2,1,6,2000,1,,,,,,,2,100,,,
"0418030100411001","04180301004110","04180301004",1,4264.59423828125,10,4,18,3,10,4,110,1,1,2,1,6,2000,1,,,,,,,2,300,,,
"0418030100411001","04180301004110","04180301004",1,4264.59423828125,11,4,18,3,10,4,110,1,1,2,1,6,2000,1,,,,,,,2,250,,,
"0418030100411001","04180301004110","04180301004",1,4264.59423828125,12,4,18,3,10,4,110,1,1,2,1,6,2000,1,,,,,,,2,250,,,
"0418030100411001","04180301004110","04180301004",1,4264.59423828125,13,4,18,3,10,4,110,1,1,2,1,6,2000,1,,,,,,,2,120,,,
"0418030100411001","04180301004110","04180301004",1,4264.59423828125,14,4,18,3,10,4,110,1,1,2,1,6,2000,1,,,,,,,2,130,,,
"0418030100411001","04180301004110","04180301004",1,4264.59423828125,15,4,18,3,10,4,110,1,1,2,1,6,2000,1,,,,,,,2,150,,,
"0418030100411001","04180301004110","04180301004",1,4264.59423828125,16,4,18,3,10,4,110,1,1,2,1,6,2000,1,,,,,,,2,200,,,
"0418030100411001","04180301004110","04180301004",1,4264.59423828125,17,4,18,3,10,4,110,1,1,2,1,6,2000,1,,,,,,,2,100,,,
"0418030100411001","04180301004110","04180301004",1,4264.59423828125,18,4,18,3,10,4,110,1,4,1,1,6,2000,1,,,,,,,2,400,,,
"0418070110600201","04180701106002","04180701106",1,3374.58959960938,1,4,18,7,11,6,2,1,8,2,1,9,2003,1,2,,,,,,2,300,,,
"0418070110600201","04180701106002","04180701106",1,3374.58959960938,2,4,18,7,11,6,2,1,2,2,1,9,2003,1,2,,,,,,2,100,,,
"0418070110600201","04180701106002","04180701106",1,3374.58959960938,3,4,18,7,11,6,2,1,1,2,1,9,2003,1,2,,,,,,2,150,,,
"0418070110600201","04180701106002","04180701106",1,3374.58959960938,4,4,18,7,11,6,2,1,1,2,1,9,2003,1,2,,,,,,2,700,,,
"0418070110600201","04180701106002","04180701106",1,3374.58959960938,5,4,18,7,11,6,2,1,2,2,1,9,2003,1,2,,,,,,2,350,,,
"0418070110600201","04180701106002","04180701106",1,3374.58959960938,6,4,18,7,11,6,2,1,1,2,1,9,2003,1,2,,,,,,2,400,,,
"0418070110601601","04180701106016","04180701106",1,3374.58959960938,1,4,18,7,11,6,16,1,13,2,1,7,2003,3,,,,,,,2,1000,,,
"0418070110601601","04180701106016","04180701106",1,3374.58959960938,2,4,18,7,11,6,16,1,1,2,1,7,2003,3,,,,,,,2,800,,,
"0418070110601601","04180701106016","04180701106",1,3374.58959960938,3,4,18,7,11,6,16,1,1,2,1,7,2003,3,,,,,,,2,500,,,
"0418070110601601","04180701106016","04180701106",1,3374.58959960938,4,4,18,7,11,6,16,1,1,2,1,7,2003,3,,,,,,,2,150,,,
"0418070110601601","04180701106016","04180701106",1,3374.58959960938,5,4,18,7,11,6,16,1,1,11,,,,,,,,,,,,400,,,
"0418070110602301","04180701106023","04180701106",1,3374.58959960938,1,4,18,7,11,6,23,1,9,4,,,,,,,,,,,,700,,,
"0418070110602301","04180701106023","04180701106",1,3374.58959960938,2,4,18,7,11,6,23,1,4,4,,,,,,,,,,,,500,,,
"0418070110602301","04180701106023","04180701106",1,3374.58959960938,3,4,18,7,11,6,23,1,1,11,,,,,,,,,,,,1500,,,
"0418070110602301","04180701106023","04180701106",1,3374.58959960938,4,4,18,7,11,6,23,1,1,11,,,,,,,,,,,,500,,,
"0418070110602301","04180701106023","04180701106",1,3374.58959960938,5,4,18,7,11,6,23,1,1,11,,,,,,,,,,,,500,,,
"0418070110604401","04180701106044","04180701106",1,3374.58959960938,1,4,18,7,11,6,44,1,19,2,2,,,,,,,,,,2,1000,,,
"0418070110604401","04180701106044","04180701106",1,3374.58959960938,2,4,18,7,11,6,44,1,1,2,2,,,,,,,,,,2,1000,,,
"0418070110604401","04180701106044","04180701106",1,3374.58959960938,3,4,18,7,11,6,44,1,1,2,2,,,,,,,,,,2,1000,,,
"0418070110604402","04180701106044","04180701106",1,3374.58959960938,1,4,18,7,11,6,44,2,2,2,2,,,,,,,,,,2,75000,,,
"0418070110604402","04180701106044","04180701106",1,3374.58959960938,2,4,18,7,11,6,44,2,2,2,2,,,,,,,,,,2,100000,,,
"0418070110606501","04180701106065","04180701106",1,3374.58959960938,1,4,18,7,11,6,65,1,18,2,1,7,2003,1,2,,,,,,2,1500,,,
"0418070110606501","04180701106065","04180701106",1,3374.58959960938,2,4,18,7,11,6,65,1,1,11,,,,,,,,,,,,500,,,
"0418070110606501","04180701106065","04180701106",1,3374.58959960938,3,4,18,7,11,6,65,1,1,11,,,,,,,,,,,,500,,,
"0418070110606501","04180701106065","04180701106",1,3374.58959960938,4,4,18,7,11,6,65,1,1,11,,,,,,,,,,,,300,,,
"0418070110606501","04180701106065","04180701106",1,3374.58959960938,5,4,18,7,11,6,65,1,1,2,1,7,2003,1,2,,,,,,2,700,,,
"0418070110606501","04180701106065","04180701106",1,3374.58959960938,6,4,18,7,11,6,65,1,1,2,1,7,2003,1,2,,,,,,2,1200,,,
"0418070110608601","04180701106086","04180701106",1,3374.58959960938,1,4,18,7,11,6,86,1,6,2,2,,,,,,,,,,2,300,,,
"0418070110608601","04180701106086","04180701106",1,3374.58959960938,2,4,18,7,11,6,86,1,4,10,,,,,,,,,,,,1800,,,
"0418070110608601","04180701106086","04180701106",1,3374.58959960938,3,4,18,7,11,6,86,1,1,11,,,,,,,,,,,,1200,,,
"0418070110608601","04180701106086","04180701106",1,3374.58959960938,4,4,18,7,11,6,86,1,1,2,2,,,,,,,,,,2,600,,,
"0418070110608601","04180701106086","04180701106",1,3374.58959960938,5,4,18,7,11,6,86,1,3,11,,,,,,,,,,,,900,,,
"0418070110608601","04180701106086","04180701106",1,3374.58959960938,6,4,18,7,11,6,86,1,1,11,,,,,,,,,,,,600,,,
"0418070110608601","04180701106086","04180701106",1,3374.58959960938,7,4,18,7,11,6,86,1,1,11,,,,,,,,,,,,300,,,
"0418070110608601","04180701106086","04180701106",1,3374.58959960938,8,4,18,7,11,6,86,1,2,10,,,,,,,,,,,,300,,,
"0418070110608601","04180701106086","04180701106",1,3374.58959960938,9,4,18,7,11,6,86,1,1,11,,,,,,,,,,,,1200,,,
"0418070110608601","04180701106086","04180701106",1,3374.58959960938,10,4,18,7,11,6,86,1,1,11,,,,,,,,,,,,600,,,
"0418070110608601","04180701106086","04180701106",1,3374.58959960938,11,4,18,7,11,6,86,1,1,11,,,,,,,,,,,,4000,,,
"0418070110608601","04180701106086","04180701106",1,3374.58959960938,12,4,18,7,11,6,86,1,1,11,,,,,,,,,,,,2000,,,
"0418070110608601","04180701106086","04180701106",1,3374.58959960938,13,4,18,7,11,6,86,1,1,11,,,,,,,,,,,,3000,,,
"0418070110608601","04180701106086","04180701106",1,3374.58959960938,14,4,18,7,11,6,86,1,1,11,,,,,,,,,,,,2000,,,
"0418070110608601","04180701106086","04180701106",1,3374.58959960938,15,4,18,7,11,6,86,1,1,2,2,,,,,,,,,,2,1000,,,
"0418070110610701","04180701106107","04180701106",1,3374.58959960938,1,4,18,7,11,6,107,1,5,2,2,,,,,,,,,,2,25000,,,
"0418070110610701","04180701106107","04180701106",1,3374.58959960938,2,4,18,7,11,6,107,1,2,11,,,,,,,,,,,,25000,,,
"0418070110610701","04180701106107","04180701106",1,3374.58959960938,3,4,18,7,11,6,107,1,1,11,,,,,,,,,,,,100000,,,
"0418070110610701","04180701106107","04180701106",1,3374.58959960938,4,4,18,7,11,6,107,1,1,11,,,,,,,,,,,,150000,,,
"0418070110610701","04180701106107","04180701106",1,3374.58959960938,5,4,18,7,11,6,107,1,1,11,,,,,,,,,,,,100000,,,
"0418070110612801","04180701106128","04180701106",1,3374.58959960938,1,4,18,7,11,6,128,1,10,2,1,9,2002,1,2,,,,,,2,50000,,,
"0418070110612801","04180701106128","04180701106",1,3374.58959960938,2,4,18,7,11,6,128,1,2,2,1,9,2002,1,2,,,,,,2,50000,,,
"0418070110612801","04180701106128","04180701106",1,3374.58959960938,3,4,18,7,11,6,128,1,1,2,1,9,2002,1,2,,,,,,2,100000,,,
"0418070110612801","04180701106128","04180701106",1,3374.58959960938,4,4,18,7,11,6,128,1,2,11,,,,,,,,,,,,100000,,,
"0418070110612801","04180701106128","04180701106",1,3374.58959960938,5,4,18,7,11,6,128,1,2,2,1,9,2002,1,2,,,,,,2,25000,,,
"0418070110612801","04180701106128","04180701106",1,3374.58959960938,6,4,18,7,11,6,128,1,1,2,1,9,2002,1,2,,,,,,2,75000,,,
"0418070110612801","04180701106128","04180701106",1,3374.58959960938,7,4,18,7,11,6,128,1,1,2,1,9,2002,1,2,,,,,,2,200000,,,
"0418070110612801","04180701106128","04180701106",1,3374.58959960938,8,4,18,7,11,6,128,1,1,4,,,,,,,,,,,,50000,,,
"0418070110615001","04180701106150","04180701106",1,3374.58959960938,1,4,18,7,11,6,150,1,12,4,,,,,,,,,,,,50000,,,
"0418070110615001","04180701106150","04180701106",1,3374.58959960938,2,4,18,7,11,6,150,1,1,11,,,,,,,,,,,,500000,,,
"0418070110615001","04180701106150","04180701106",1,3374.58959960938,3,4,18,7,11,6,150,1,1,2,2,,,,,,,,,,2,75000,,,
"0418070110615001","04180701106150","04180701106",1,3374.58959960938,4,4,18,7,11,6,150,1,1,2,2,,,,,,,,,,2,50000,,,
"0418070110615001","04180701106150","04180701106",1,3374.58959960938,5,4,18,7,11,6,150,1,1,11,,,,,,,,,,,,50000,,,
"0418070110617101","04180701106171","04180701106",1,3374.58959960938,1,4,18,7,11,6,171,1,7,11,,,,,,,,,,,,50000,,,
"0418070110617101","04180701106171","04180701106",1,3374.58959960938,2,4,18,7,11,6,171,1,3,2,2,,,,,,,,,,2,30000,,,
"0418070110617101","04180701106171","04180701106",1,3374.58959960938,3,4,18,7,11,6,171,1,1,11,,,,,,,,,,,,40000,,,
"0418070110619201","04180701106192","04180701106",1,3374.58959960938,1,4,18,7,11,6,192,1,9,4,,,,,,,,,,,,10000,,,
"0418070110619201","04180701106192","04180701106",1,3374.58959960938,2,4,18,7,11,6,192,1,3,11,,,,,,,,,,,,5000,,,
"0418070110619201","04180701106192","04180701106",1,3374.58959960938,3,4,18,7,11,6,192,1,1,11,,,,,,,,,,,,3000,,,
"0418070110619201","04180701106192","04180701106",1,3374.58959960938,4,4,18,7,11,6,192,1,1,11,,,,,,,,,,,,30000,,,
"0418070110619201","04180701106192","04180701106",1,3374.58959960938,5,4,18,7,11,6,192,1,1,2,2,,,,,,,,,,2,100000,,,
"0418070110619201","04180701106192","04180701106",1,3374.58959960938,6,4,18,7,11,6,192,1,1,2,2,,,,,,,,,,2,60000,,,
"0419010010300201","04190100103002","04190100103",1,2724.51025390625,1,4,19,1,1,3,2,1,14,1,1,8,1997,1,,,,,,,2,10000,,,
"0419010010300201","04190100103002","04190100103",1,2724.51025390625,2,4,19,1,1,3,2,1,1,3,,,,,,400,,1,"N01",,2,400,,,
"0419010010300201","04190100103002","04190100103",1,2724.51025390625,3,4,19,1,1,3,2,1,2,1,1,8,1997,1,,,,,,,2,400,,,
"0419010010300201","04190100103002","04190100103",1,2724.51025390625,4,4,19,1,1,3,2,1,1,3,,,,,,,,1,"N02",,2,500,,,
"0419010010300201","04190100103002","04190100103",1,2724.51025390625,5,4,19,1,1,3,2,1,1,3,,,,,,,,1,"N03",,2,700,,,
"0419010010300201","04190100103002","04190100103",1,2724.51025390625,6,4,19,1,1,3,2,1,1,3,,,,,,,,,,,,,,,
"0419010010301201","04190100103012","04190100103",1,2724.51025390625,1,4,19,1,1,3,12,1,5,1,1,8,1997,1,,,,,,,2,1000,,,
"0419010010301201","04190100103012","04190100103",1,2724.51025390625,2,4,19,1,1,3,12,1,2,1,1,8,1997,1,,,,,,,2,5000,,,
"0419010010301201","04190100103012","04190100103",1,2724.51025390625,3,4,19,1,1,3,12,1,1,1,1,8,1997,1,,,,,,,2,1000,,,
"0419010010301201","04190100103012","04190100103",1,2724.51025390625,4,4,19,1,1,3,12,1,4,1,1,8,1997,1,,,,,,,2,24000,,,
"0419010010301201","04190100103012","04190100103",1,2724.51025390625,5,4,19,1,1,3,12,1,1,1,1,8,1997,1,,,,,,,2,4000,,,
"0419010010301201","04190100103012","04190100103",1,2724.51025390625,6,4,19,1,1,3,12,1,1,1,1,8,1997,1,,,,,,,2,2000,,,
"0419010010301701","04190100103017","04190100103",1,2724.51025390625,1,4,19,1,1,3,17,1,6,1,1,8,1997,1,,,,,,,2,8000,,,
"0419010010301701","04190100103017","04190100103",1,2724.51025390625,2,4,19,1,1,3,17,1,3,1,1,8,1997,1,,,,,,,2,6000,,,
"0419010010301701","04190100103017","04190100103",1,2724.51025390625,3,4,19,1,1,3,17,1,1,3,,,,,,,,1,"N01",,2,4500,,,
"0419010010302701","04190100103027","04190100103",1,2724.51025390625,1,4,19,1,1,3,27,1,5,1,1,1,2004,1,,,,,,,2,300,,,
"0419010010302701","04190100103027","04190100103",1,2724.51025390625,2,4,19,1,1,3,27,1,1,1,1,1,2004,1,,,,,,,2,250,,,
"0419010010302701","04190100103027","04190100103",1,2724.51025390625,3,4,19,1,1,3,27,1,1,1,1,1,2004,1,,,,,,,2,400,,,
"0419010010302701","04190100103027","04190100103",1,2724.51025390625,4,4,19,1,1,3,27,1,1,1,1,1,2004,1,,,,,,,2,200,,,
"0419010010303201","04190100103032","04190100103",1,2724.51025390625,1,4,19,1,1,3,32,1,2,1,1,8,1997,1,,,,,,,2,200,,,
"0419010010303201","04190100103032","04190100103",1,2724.51025390625,2,4,19,1,1,3,32,1,3,1,1,8,1997,1,,,,,,,2,500,,,
"0419010010303201","04190100103032","04190100103",1,2724.51025390625,3,4,19,1,1,3,32,1,1,1,1,8,1997,1,,,,,,,2,300,,,
"0419010010303201","04190100103032","04190100103",1,2724.51025390625,4,4,19,1,1,3,32,1,1,3,,,,,,,,1,"N01",,2,6550,,,
"0419010010303201","04190100103032","04190100103",1,2724.51025390625,5,4,19,1,1,3,32,1,1,3,,,,,,200,,3,"N02",,2,250,,,
"0419010010304701","04190100103047","04190100103",1,2724.51025390625,1,4,19,1,1,3,47,1,6,1,1,8,1997,1,,,,,,,2,1000,,,
"0419010010304701","04190100103047","04190100103",1,2724.51025390625,2,4,19,1,1,3,47,1,4,1,1,8,1997,1,,,,,,,2,2000,,,
"0419010010306201","04190100103062","04190100103",1,2724.51025390625,1,4,19,1,1,3,62,1,10,1,1,8,1997,1,,,,,,,2,8000,,,
"0419010010306201","04190100103062","04190100103",1,2724.51025390625,2,4,19,1,1,3,62,1,1,1,1,8,1997,1,,,,,,,2,200,,,
"0419010010306201","04190100103062","04190100103",1,2724.51025390625,3,4,19,1,1,3,62,1,1,1,1,8,1997,1,,,,,,,2,2000,,,
"0419010010306201","04190100103062","04190100103",1,2724.51025390625,4,4,19,1,1,3,62,1,2,1,1,8,1997,1,,,,,,,2,9000,,,
"0419010010306201","04190100103062","04190100103",1,2724.51025390625,5,4,19,1,1,3,62,1,1,1,1,8,1997,1,,,,,,,2,1000,,,
"0419010010306201","04190100103062","04190100103",1,2724.51025390625,6,4,19,1,1,3,62,1,2,1,1,8,1997,1,,,,,,,2,5000,,,
"0419010010307701","04190100103077","04190100103",1,2724.51025390625,1,4,19,1,1,3,77,1,5,1,1,8,1997,1,,,,,,,2,600,,,
"0419010010307701","04190100103077","04190100103",1,2724.51025390625,2,4,19,1,1,3,77,1,2,1,1,8,1997,1,,,,,,,2,7000,,,
"0419010010307701","04190100103077","04190100103",1,2724.51025390625,3,4,19,1,1,3,77,1,3,1,1,8,1997,1,,,,,,,2,4000,,,
"0419010010307701","04190100103077","04190100103",1,2724.51025390625,4,4,19,1,1,3,77,1,1,1,1,8,1997,1,,,,,,,2,2000,,,
"0419010010307701","04190100103077","04190100103",1,2724.51025390625,5,4,19,1,1,3,77,1,1,1,1,8,1997,1,,,,,,,2,150,,,
"0419010010309201","04190100103092","04190100103",1,2724.51025390625,1,4,19,1,1,3,92,1,1,3,,,,,,,,3,"N01",,2,200,,,
"0419010010309201","04190100103092","04190100103",1,2724.51025390625,2,4,19,1,1,3,92,1,1,3,,,,,,,,3,"N01",,2,200,,,
"0419010010309201","04190100103092","04190100103",1,2724.51025390625,3,4,19,1,1,3,92,1,3,3,,,,,,,,3,"N01",,2,1500,,,
"0419010010309201","04190100103092","04190100103",1,2724.51025390625,4,4,19,1,1,3,92,1,2,3,,,,,,,,3,"N01",,2,1500,,,
"0419010010309201","04190100103092","04190100103",1,2724.51025390625,5,4,19,1,1,3,92,1,1,3,,,,,,,,3,"N01",,2,300,,,
"0419010010309201","04190100103092","04190100103",1,2724.51025390625,6,4,19,1,1,3,92,1,4,3,,,,,,,,3,"N01",,2,500,,,
"0419010010309201","04190100103092","04190100103",1,2724.51025390625,7,4,19,1,1,3,92,1,5,4,,,,,,,,,,,,100,,,
"0419010010310701","04190100103107","04190100103",1,2724.51025390625,1,4,19,1,1,3,107,1,2,1,2,,,,,,,,,,2,50,,,
"0419010010312201","04190100103122","04190100103",1,2724.51025390625,1,4,19,1,1,3,122,1,1,1,1,8,1997,1,,,,,,,2,4000,,,
"0419010010312201","04190100103122","04190100103",1,2724.51025390625,2,4,19,1,1,3,122,1,2,1,1,8,1997,1,,,,,,,2,400,,,
"0419010010312201","04190100103122","04190100103",1,2724.51025390625,3,4,19,1,1,3,122,1,2,2,1,8,1997,1,,,,,,,2,100,,,
"0419010010312201","04190100103122","04190100103",1,2724.51025390625,4,4,19,1,1,3,122,1,2,1,1,8,1997,1,,,,,,,2,500,,,
"0419010010312201","04190100103122","04190100103",1,2724.51025390625,5,4,19,1,1,3,122,1,4,1,1,8,1997,1,,,,,,,2,1000,,,
"0419010010312201","04190100103122","04190100103",1,2724.51025390625,6,4,19,1,1,3,122,1,2,1,1,8,1997,1,,,,,,,2,800,,,
"0419010010312201","04190100103122","04190100103",1,2724.51025390625,7,4,19,1,1,3,122,1,1,1,1,8,1997,1,,,,,,,2,500,,,
"0419010010312201","04190100103122","04190100103",1,2724.51025390625,8,4,19,1,1,3,122,1,1,3,,,,,,370,,1,"N01",,1,,,,
"0419010010312201","04190100103122","04190100103",1,2724.51025390625,9,4,19,1,1,3,122,1,6,1,1,8,1997,1,,,,,,,2,600,,,
"0419010010313701","04190100103137","04190100103",1,2724.51025390625,1,4,19,1,1,3,137,1,3,1,1,1,2000,1,,,,,,,2,2100,,,
"0419010010313701","04190100103137","04190100103",1,2724.51025390625,2,4,19,1,1,3,137,1,3,1,1,1,2000,1,,,,,,,2,600,,,
"0419010010313701","04190100103137","04190100103",1,2724.51025390625,3,4,19,1,1,3,137,1,2,1,1,1,2000,1,,,,,,,2,700,,,
"0419010010313701","04190100103137","04190100103",1,2724.51025390625,4,4,19,1,1,3,137,1,1,1,1,1,2000,1,,,,,,,2,350,,,
"0419010010313701","04190100103137","04190100103",1,2724.51025390625,5,4,19,1,1,3,137,1,1,1,1,1,2000,1,,,,,,,2,100,,,
