"holder_id","household_id","ea_id","rural","pw","parcel_id","field_id","saq01","saq02","saq03","saq04","saq05","saq06","pp_saq07","crop_name","crop_code","pp_s5q01","pp_s5q02","pp_s5q03","pp_s5q04_a","pp_s5q04_b","pp_s5q05_a","pp_s5q05_b","pp_s5q06","pp_s5q07","pp_s5q08","pp_s5q09","pp_s5q10","pp_s5q11","pp_s5q12_a","pp_s5q12_b","pp_s5q13","pp_s5q14_a","pp_s5q14_b","pp_s5q15_a","pp_s5q15_b","pp_s5q16","pp_s5q17","pp_s5q18_a","pp_s5q18_b","pp_s5q19_a","pp_s5q19_b"
"0404140170200401","04041401702004","04041401702",1,6036.0546875,1,25,4,4,14,17,2,4,1,"ENSET",74,1,1,,,,,,,,,,,,,,,,,,,,,,,,
"0404140170200401","04041401702004","04041401702",1,6036.0546875,1,26,4,4,14,17,2,4,1,"MANGOS",46,1,1,,,,,,,,,,,,,,,,,,,,,,,,
"0404140170200401","04041401702004","04041401702",1,6036.0546875,1,26,4,4,14,17,2,4,1,"PAPAYA",48,1,1,,,,,,,,,,,,,,,,,,,,,,,,
"0404140170200401","04041401702004","04041401702",1,6036.0546875,1,27,4,4,14,17,2,4,1,"PAPAYA",48,1,1,,,,,,,,,,,,,,,,,,,,,,,,
"0404140170200401","04041401702004","04041401702",1,6036.0546875,1,28,4,4,14,17,2,4,1,"GODERE",64,1,1,,,,,,,,,,,,,,,,,,,,,,,,
"0404140170200401","04041401702004","04041401702",1,6036.0546875,1,29,4,4,14,17,2,4,1,"BANANAS",42,1,1,,,,,,,,,,,,,,,,,,,,,,,,
"0404140170200401","04041401702004","04041401702",1,6036.0546875,1,31,4,4,14,17,2,4,1,"PAPAYA",48,1,1,,,,,,,,,,,,,,2,,,,,,2,,,6,0
"0404140170200401","04041401702004","04041401702",1,6036.0546875,1,32,4,4,14,17,2,4,1,"BANANAS",42,1,1,,,,,,,,,,,,,,2,,,,,,2,,,3,900
"0404140170200401","04041401702004","04041401702",1,6036.0546875,1,33,4,4,14,17,2,4,1,"TEFF",7,1,1,,,,,,,,,,,,,,,,,,,,,,,,
"0404140170202001","04041401702020","04041401702",1,6036.0546875,1,2,4,4,14,17,2,20,1,"HARICOT BEANS",12,1,1,1,"N01",,0,24,1,4,1,1,,,,,2,,,,,,2,,,0,120
"0404140170202001","04041401702020","04041401702",1,6036.0546875,1,2,4,4,14,17,2,20,1,"GREEN PEPPER",59,1,1,2,,,,,,,,,,,,,,,,,,,2,,,,
"0404140170202001","04041401702020","04041401702",1,6036.0546875,1,2,4,4,14,17,2,20,1,"GODERE",64,1,1,,,,,,,,,,,,,,,,,,,,2,,,,
"0404140170202001","04041401702020","04041401702",1,6036.0546875,1,3,4,4,14,17,2,20,1,"PINAPPLES",49,1,1,1,,,,,,,,,,,,,,,,,,,2,,,,
"0404140170202001","04041401702020","04041401702",1,6036.0546875,1,3,4,4,14,17,2,20,1,"GODERE",64,1,1,2,,,,,,,,,,,,,,,,,,,2,,,,
"0404140170202001","04041401702020","04041401702",1,6036.0546875,1,3,4,4,14,17,2,20,1,"COFFEE",72,1,1,2,,,,,,,,,,,,,,,,,,,2,,,,
"0404140170202001","04041401702020","04041401702",1,6036.0546875,1,4,4,4,14,17,2,20,1,"GODERE",64,1,1,2,,,,,,,,,,,,,,,,,,,2,,,,
"0404140170202001","04041401702020","04041401702",1,6036.0546875,1,4,4,4,14,17,2,20,1,"COFFEE",72,1,1,2,,,,,,,,,,,,,,,,,,,2,,,,
"0404140170202001","04041401702020","04041401702",1,6036.0546875,1,4,4,4,14,17,2,20,1,"AVOCADOS",84,1,1,2,,,,,,,,,,,,,,,,,,,2,,,,
"0404140170202001","04041401702020","04041401702",1,6036.0546875,1,5,4,4,14,17,2,20,1,"GREEN PEPPER",59,1,1,2,,,,,,,,,,,,,,,,,,,2,,,,
"0404140170202001","04041401702020","04041401702",1,6036.0546875,1,5,4,4,14,17,2,20,1,"COFFEE",72,1,1,2,,,,,,,,,,,,,,,,,,,2,,,,
"0404140170202001","04041401702020","04041401702",1,6036.0546875,1,7,4,4,14,17,2,20,1,"BANANAS",42,1,1,2,,,,,,,,,,,,,,,,,,,2,,,,
"0404140170202001","04041401702020","04041401702",1,6036.0546875,1,8,4,4,14,17,2,20,1,"MANGOS",46,1,1,2,,,,,,,,,,,,,,,,,,,2,,,,
"0404140170202001","04041401702020","04041401702",1,6036.0546875,1,8,4,4,14,17,2,20,1,"COFFEE",72,1,1,2,,,,,,,,,,,,,,,,,,,2,,,,
"0404140170202801","04041401702028","04041401702",1,6036.0546875,1,1,4,4,14,17,2,28,1,"MANGOS",46,1,1,,,,,,,,,,,,,,,,,,,,,,,,
"0404140170202801","04041401702028","04041401702",1,6036.0546875,1,1,4,4,14,17,2,28,1,"COFFEE",72,1,8,,,,,,,,,,,,,,,,,,,,,,,,
"0404140170202801","04041401702028","04041401702",1,6036.0546875,1,3,4,4,14,17,2,28,1,"BANANAS",42,1,1,,,,,,,,,,,,,,,,,,,,,,,,
"0404140170202801","04041401702028","04041401702",1,6036.0546875,1,3,4,4,14,17,2,28,1,"PINAPPLES",49,1,1,,,,,,,,,,,,,,,,,,,,,,,,
"0404140170202801","04041401702028","04041401702",1,6036.0546875,1,3,4,4,14,17,2,28,1,"ENSET",74,1,1,,,,,,,,,,,,,,,,,,,,,,,,
"0404140170202801","04041401702028","04041401702",1,6036.0546875,1,4,4,4,14,17,2,28,1,"GODERE",64,1,1,,,,,,,,,,,,,,,,,,,,,,,,
"0404140170202801","04041401702028","04041401702",1,6036.0546875,1,4,4,4,14,17,2,28,1,"ENSET",74,1,1,,,,,,,,,,,,,,,,,,,,,,,,
"0404140170202801","04041401702028","04041401702",1,6036.0546875,1,5,4,4,14,17,2,28,1,"HARICOT BEANS",12,1,1,2,,,,,,,,,,,,,2,,,,,,2,,,0,30
"0404140170202801","04041401702028","04041401702",1,6036.0546875,1,5,4,4,14,17,2,28,1,"RAPE SEED",26,1,1,2,,,,,,,,,,,,,2,,,,,,2,,,0,30
"0404140170202801","04041401702028","04041401702",1,6036.0546875,1,6,4,4,14,17,2,28,1,"HARICOT BEANS",12,1,1,2,,,,,,,,,,,,,2,,,,,,2,,,,
"0404140170202801","04041401702028","04041401702",1,6036.0546875,1,6,4,4,14,17,2,28,1,"OTHER VEGETABLE",123,1,1,,,,,,,,,,,,,,,,,,,,,,,,
"0404140170202801","04041401702028","04041401702",1,6036.0546875,1,7,4,4,14,17,2,28,1,"BANANAS",42,1,1,,,,,,,,,,,,,,,,,,,,,,,,
"0404140170202801","04041401702028","04041401702",1,6036.0546875,1,7,4,4,14,17,2,28,1,"GODERE",64,1,1,,,,,,,,,,,,,,,,,,,,,,,,
"0404140170202801","04041401702028","04041401702",1,6036.0546875,1,8,4,4,14,17,2,28,1,"GODERE",64,1,1,,,,,,,,,,,,,,,,,,,,,,,,
"0404140170202801","04041401702028","04041401702",1,6036.0546875,1,8,4,4,14,17,2,28,1,"ENSET",74,1,1,,,,,,,,,,,,,,,,,,,,,,,,
"0404140170202801","04041401702028","04041401702",1,6036.0546875,1,9,4,4,14,17,2,28,1,"MANGOS",46,1,1,,,,,,,,,,,,,,,,,,,,,,,,
"0404140170202801","04041401702028","04041401702",1,6036.0546875,1,10,4,4,14,17,2,28,1,"GODERE",64,1,1,,,,,,,,,,,,,,,,,,,,,,,,
"0404140170202801","04041401702028","04041401702",1,6036.0546875,1,10,4,4,14,17,2,28,1,"COFFEE",72,1,8,,,,,,,,,,,,,,,,,,,,,,,,
"0404140170202801","04041401702028","04041401702",1,6036.0546875,1,10,4,4,14,17,2,28,1,"AVOCADOS",84,1,1,,,,,,,,,,,,,,,,,,,,,,,,
"0404140170202801","04041401702028","04041401702",1,6036.0546875,1,11,4,4,14,17,2,28,1,"HARICOT BEANS",12,1,1,2,,,,,,,,,,,,,2,,,,,,2,,,0,140
"0404140170202801","04041401702028","04041401702",1,6036.0546875,1,11,4,4,14,17,2,28,1,"RAPE SEED",26,1,1,2,,,,,,,,,,,,,2,,,,,,2,,,0,30
"0404140170202801","04041401702028","04041401702",1,6036.0546875,1,12,4,4,14,17,2,28,1,"ENSET",74,1,1,,,,,,,,,,,,,,,,,,,,,,,,
"0404140170202801","04041401702028","04041401702",1,6036.0546875,1,13,4,4,14,17,2,28,1,"GODERE",64,1,1,,,,,,,,,,,,,,,,,,,,,,,,
"0404140170202801","04041401702028","04041401702",1,6036.0546875,1,13,4,4,14,17,2,28,1,"OTHER ROOT C",98,1,1,,,,,,,,,,,,,,,,,,,,,,,,
"0404140170202801","04041401702028","04041401702",1,6036.0546875,1,13,4,4,14,17,2,28,1,"OTHER VEGETABLE",123,1,1,,,,,,,,,,,,,,,,,,,,,,,,
"0404140170202801","04041401702028","04041401702",1,6036.0546875,1,14,4,4,14,17,2,28,1,"KALE",56,1,1,,,,,,,,,,,,,,,,,,,,,,,,
"0404140170202801","04041401702028","04041401702",1,6036.0546875,1,15,4,4,14,17,2,28,1,"COFFEE",72,1,8,,,,,,,,,,,,,,,,,,,,,,,,
"0404140170202801","04041401702028","04041401702",1,6036.0546875,1,15,4,4,14,17,2,28,1,"AVOCADOS",84,1,1,,,,,,,,,,,,,,,,,,,,,,,,
"0404140170202801","04041401702028","04041401702",1,6036.0546875,1,15,4,4,14,17,2,28,1,"OTHER VEGETABLE",123,1,1,,,,,,,,,,,,,,,,,,,,,,,,
"0404140170202801","04041401702028","04041401702",1,6036.0546875,1,16,4,4,14,17,2,28,1,"GODERE",64,1,1,,,,,,,,,,,,,,,,,,,,,,,,
"0404140170202801","04041401702028","04041401702",1,6036.0546875,1,16,4,4,14,17,2,28,1,"COFFEE",72,1,8,,,,,,,,,,,,,,,,,,,,,,,,
"0404140170202801","04041401702028","04041401702",1,6036.0546875,1,16,4,4,14,17,2,28,1,"ENSET",74,1,1,,,,,,,,,,,,,,,,,,,,,,,,
"0404140170202801","04041401702028","04041401702",1,6036.0546875,1,17,4,4,14,17,2,28,1,"KALE",56,1,1,,,,,,,,,,,,,,,,,,,,,,,,
"0404140170202801","04041401702028","04041401702",1,6036.0546875,1,18,4,4,14,17,2,28,1,"SUGAR CANE",76,1,1,,,,,,,,,,,,,,,,,,,,,,,,
"0404140170202801","04041401702028","04041401702",1,6036.0546875,1,18,4,4,14,17,2,28,1,"CORIANDER",79,1,1,,,,,,,,,,,,,,,,,,,,,,,,
"0404140170202801","04041401702028","04041401702",1,6036.0546875,1,18,4,4,14,17,2,28,1,"RUE",81,1,1,,,,,,,,,,,,,,,,,,,,,,,,
"0404140170202801","04041401702028","04041401702",1,6036.0546875,2,1,4,4,14,17,2,28,1,"MAIZE",2,1,2,2,,,,,,,,,,,,,2,,,,,,2,,,8,400
"0404140170204401","04041401702044","04041401702",1,6036.0546875,1,2,4,4,14,17,2,44,1,"SORGHUM",6,1,1,2,,,,,,,,,,,,,2,,,,,,2,,,0,30
"0404140170204401","04041401702044","04041401702",1,6036.0546875,1,2,4,4,14,17,2,44,1,"PUMPKINS",61,1,1,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170204401","04041401702044","04041401702",1,6036.0546875,1,3,4,4,14,17,2,44,1,"BANANAS",42,1,1,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170204401","04041401702044","04041401702",1,6036.0546875,1,4,4,4,14,17,2,44,1,"PAPAYA",48,1,1,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170204401","04041401702044","04041401702",1,6036.0546875,1,4,4,4,14,17,2,44,1,"ENSET",74,1,1,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170204401","04041401702044","04041401702",1,6036.0546875,1,4,4,4,14,17,2,44,1,"AVOCADOS",84,1,1,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170204401","04041401702044","04041401702",1,6036.0546875,1,5,4,4,14,17,2,44,1,"ENSET",74,1,1,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170204401","04041401702044","04041401702",1,6036.0546875,1,6,4,4,14,17,2,44,1,"RAPE SEED",26,1,1,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170204401","04041401702044","04041401702",1,6036.0546875,1,6,4,4,14,17,2,44,1,"GODERE",64,1,1,2,,,,,,,,,,,,,2,,,,,,2,,,0,20
"0404140170204401","04041401702044","04041401702",1,6036.0546875,1,7,4,4,14,17,2,44,1,"SWEET POTATO",62,1,1,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170204401","04041401702044","04041401702",1,6036.0546875,1,8,4,4,14,17,2,44,1,"ENSET",74,1,1,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170204401","04041401702044","04041401702",1,6036.0546875,1,8,4,4,14,17,2,44,1,"AVOCADOS",84,1,1,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170204401","04041401702044","04041401702",1,6036.0546875,1,9,4,4,14,17,2,44,1,"BANANAS",42,1,1,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170204401","04041401702044","04041401702",1,6036.0546875,1,9,4,4,14,17,2,44,1,"COFFEE",72,1,3,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170204401","04041401702044","04041401702",1,6036.0546875,1,10,4,4,14,17,2,44,1,"PINAPPLES",49,1,1,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170204401","04041401702044","04041401702",1,6036.0546875,1,10,4,4,14,17,2,44,1,"GODERE",64,1,1,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170204401","04041401702044","04041401702",1,6036.0546875,1,10,4,4,14,17,2,44,1,"AVOCADOS",84,1,1,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170204401","04041401702044","04041401702",1,6036.0546875,1,11,4,4,14,17,2,44,1,"HARICOT BEANS",12,1,1,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170204401","04041401702044","04041401702",1,6036.0546875,1,11,4,4,14,17,2,44,1,"KALE",56,1,1,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170204401","04041401702044","04041401702",1,6036.0546875,1,12,4,4,14,17,2,44,1,"GODERE",64,1,1,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170204401","04041401702044","04041401702",1,6036.0546875,1,12,4,4,14,17,2,44,1,"COFFEE",72,2,4,,,,,,,,,,,,,,,,,,,,,,,,
"0404140170204401","04041401702044","04041401702",1,6036.0546875,1,13,4,4,14,17,2,44,1,"BANANAS",42,1,1,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170204401","04041401702044","04041401702",1,6036.0546875,1,14,4,4,14,17,2,44,1,"BANANAS",42,1,1,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170204401","04041401702044","04041401702",1,6036.0546875,1,15,4,4,14,17,2,44,1,"MANGOS",46,1,1,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170204401","04041401702044","04041401702",1,6036.0546875,2,1,4,4,14,17,2,44,1,"MAIZE",2,1,8,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170204401","04041401702044","04041401702",1,6036.0546875,2,1,4,4,14,17,2,44,1,"GODERE",64,1,1,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170204401","04041401702044","04041401702",1,6036.0546875,3,1,4,4,14,17,2,44,1,"TEFF",7,1,1,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170204401","04041401702044","04041401702",1,6036.0546875,4,1,4,4,14,17,2,44,1,"SORGHUM",6,1,1,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170204401","04041401702044","04041401702",1,6036.0546875,4,2,4,4,14,17,2,44,1,"BANANAS",42,1,1,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170204401","04041401702044","04041401702",1,6036.0546875,4,3,4,4,14,17,2,44,1,"HARICOT BEANS",12,1,1,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170204401","04041401702044","04041401702",1,6036.0546875,6,1,4,4,14,17,2,44,1,"COFFEE",72,1,3,,,,,,,,,,,,,,,,,,,,,,,,
"0404140170205201","04041401702052","04041401702",1,6036.0546875,1,2,4,4,14,17,2,52,1,"PINAPPLES",49,1,1,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170205201","04041401702052","04041401702",1,6036.0546875,1,2,4,4,14,17,2,52,1,"GODERE",64,1,1,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170205201","04041401702052","04041401702",1,6036.0546875,1,2,4,4,14,17,2,52,1,"ENSET",74,1,1,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170205201","04041401702052","04041401702",1,6036.0546875,1,3,4,4,14,17,2,52,1,"PAPAYA",48,1,1,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170205201","04041401702052","04041401702",1,6036.0546875,1,3,4,4,14,17,2,52,1,"GODERE",64,1,1,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170205201","04041401702052","04041401702",1,6036.0546875,1,4,4,4,14,17,2,52,1,"BANANAS",42,1,1,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170205201","04041401702052","04041401702",1,6036.0546875,1,4,4,4,14,17,2,52,1,"PUMPKINS",61,1,1,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170205201","04041401702052","04041401702",1,6036.0546875,1,4,4,4,14,17,2,52,1,"GODERE",64,1,1,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170205201","04041401702052","04041401702",1,6036.0546875,1,5,4,4,14,17,2,52,1,"PINAPPLES",49,1,1,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170205201","04041401702052","04041401702",1,6036.0546875,1,5,4,4,14,17,2,52,1,"GODERE",64,1,1,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170205201","04041401702052","04041401702",1,6036.0546875,1,5,4,4,14,17,2,52,1,"SUGAR CANE",76,1,1,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170205201","04041401702052","04041401702",1,6036.0546875,1,6,4,4,14,17,2,52,1,"RAPE SEED",26,1,1,2,,,,,,,,,,,,,2,,,,,,2,,,0,20
"0404140170205201","04041401702052","04041401702",1,6036.0546875,1,6,4,4,14,17,2,52,1,"GODERE",64,1,1,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170205201","04041401702052","04041401702",1,6036.0546875,1,7,4,4,14,17,2,52,1,"KALE",56,1,1,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170205201","04041401702052","04041401702",1,6036.0546875,1,7,4,4,14,17,2,52,1,"GREEN PEPPER",59,1,1,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170205201","04041401702052","04041401702",1,6036.0546875,1,7,4,4,14,17,2,52,1,"GODERE",64,1,1,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170205201","04041401702052","04041401702",1,6036.0546875,1,8,4,4,14,17,2,52,1,"HARICOT BEANS",12,1,1,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170205201","04041401702052","04041401702",1,6036.0546875,1,8,4,4,14,17,2,52,1,"GODERE",64,1,1,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170205201","04041401702052","04041401702",1,6036.0546875,1,10,4,4,14,17,2,52,1,"BANANAS",42,1,1,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170205201","04041401702052","04041401702",1,6036.0546875,1,11,4,4,14,17,2,52,1,"GUAVA",65,1,1,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170205201","04041401702052","04041401702",1,6036.0546875,1,13,4,4,14,17,2,52,1,"COFFEE",72,1,3,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170205201","04041401702052","04041401702",1,6036.0546875,2,1,4,4,14,17,2,52,1,"MANGOS",46,1,1,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170205201","04041401702052","04041401702",1,6036.0546875,2,1,4,4,14,17,2,52,1,"COFFEE",72,1,3,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170205201","04041401702052","04041401702",1,6036.0546875,2,2,4,4,14,17,2,52,1,"PUMPKINS",61,1,1,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170205201","04041401702052","04041401702",1,6036.0546875,2,2,4,4,14,17,2,52,1,"GODERE",64,1,1,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170205201","04041401702052","04041401702",1,6036.0546875,2,2,4,4,14,17,2,52,1,"ENSET",74,1,1,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170205201","04041401702052","04041401702",1,6036.0546875,2,3,4,4,14,17,2,52,1,"BANANAS",42,1,1,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170205201","04041401702052","04041401702",1,6036.0546875,2,3,4,4,14,17,2,52,1,"GUAVA",65,1,1,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170205201","04041401702052","04041401702",1,6036.0546875,2,3,4,4,14,17,2,52,1,"COFFEE",72,1,3,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170205201","04041401702052","04041401702",1,6036.0546875,2,4,4,4,14,17,2,52,1,"PINAPPLES",49,1,1,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170205201","04041401702052","04041401702",1,6036.0546875,2,4,4,4,14,17,2,52,1,"CHAT",71,1,1,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170205201","04041401702052","04041401702",1,6036.0546875,2,4,4,4,14,17,2,52,1,"COFFEE",72,1,3,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170205201","04041401702052","04041401702",1,6036.0546875,2,5,4,4,14,17,2,52,1,"BANANAS",42,1,1,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170205201","04041401702052","04041401702",1,6036.0546875,2,5,4,4,14,17,2,52,1,"COFFEE",72,1,3,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170205201","04041401702052","04041401702",1,6036.0546875,2,5,4,4,14,17,2,52,1,"ENSET",74,1,1,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170205201","04041401702052","04041401702",1,6036.0546875,2,6,4,4,14,17,2,52,1,"GODERE",64,1,1,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170205201","04041401702052","04041401702",1,6036.0546875,2,6,4,4,14,17,2,52,1,"CHAT",71,1,1,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170205201","04041401702052","04041401702",1,6036.0546875,2,6,4,4,14,17,2,52,1,"COFFEE",72,1,3,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170205201","04041401702052","04041401702",1,6036.0546875,2,7,4,4,14,17,2,52,1,"BANANAS",42,1,1,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170205201","04041401702052","04041401702",1,6036.0546875,2,7,4,4,14,17,2,52,1,"CHAT",71,1,1,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170205201","04041401702052","04041401702",1,6036.0546875,2,7,4,4,14,17,2,52,1,"COFFEE",72,1,3,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170205201","04041401702052","04041401702",1,6036.0546875,2,8,4,4,14,17,2,52,1,"BANANAS",42,1,1,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170205201","04041401702052","04041401702",1,6036.0546875,2,8,4,4,14,17,2,52,1,"COFFEE",72,1,3,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170205201","04041401702052","04041401702",1,6036.0546875,2,9,4,4,14,17,2,52,1,"PINAPPLES",49,1,1,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170205201","04041401702052","04041401702",1,6036.0546875,2,9,4,4,14,17,2,52,1,"CHAT",71,1,1,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170205201","04041401702052","04041401702",1,6036.0546875,2,9,4,4,14,17,2,52,1,"COFFEE",72,1,3,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170205201","04041401702052","04041401702",1,6036.0546875,2,10,4,4,14,17,2,52,1,"PUMPKINS",61,1,1,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170205201","04041401702052","04041401702",1,6036.0546875,2,10,4,4,14,17,2,52,1,"GODERE",64,1,1,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170205201","04041401702052","04041401702",1,6036.0546875,2,10,4,4,14,17,2,52,1,"COFFEE",72,1,3,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170205201","04041401702052","04041401702",1,6036.0546875,3,1,4,4,14,17,2,52,1,"SORGHUM",6,1,1,2,,,,,,,,,,,,,2,,,,,,2,,,17,0
"0404140170207601","04041401702076","04041401702",1,6036.0546875,1,1,4,4,14,17,2,76,1,"GODERE",64,1,2,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170207601","04041401702076","04041401702",1,6036.0546875,1,1,4,4,14,17,2,76,1,"COFFEE",72,1,1,,,,,,,,,,,,,,,,,,,,,,,,
"0404140170207601","04041401702076","04041401702",1,6036.0546875,1,3,4,4,14,17,2,76,1,"GODERE",64,1,1,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170207601","04041401702076","04041401702",1,6036.0546875,1,3,4,4,14,17,2,76,1,"CHAT",71,1,1,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170207601","04041401702076","04041401702",1,6036.0546875,1,3,4,4,14,17,2,76,1,"COFFEE",72,1,1,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170207601","04041401702076","04041401702",1,6036.0546875,1,4,4,4,14,17,2,76,1,"PAPAYA",48,1,1,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170207601","04041401702076","04041401702",1,6036.0546875,1,4,4,4,14,17,2,76,1,"GODERE",64,1,1,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170207601","04041401702076","04041401702",1,6036.0546875,1,4,4,4,14,17,2,76,1,"COFFEE",72,1,1,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170207601","04041401702076","04041401702",1,6036.0546875,1,5,4,4,14,17,2,76,1,"PAPAYA",48,1,1,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170207601","04041401702076","04041401702",1,6036.0546875,1,6,4,4,14,17,2,76,1,"MANGOS",46,1,1,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170207601","04041401702076","04041401702",1,6036.0546875,1,6,4,4,14,17,2,76,1,"COFFEE",72,1,1,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170207601","04041401702076","04041401702",1,6036.0546875,1,6,4,4,14,17,2,76,1,"AVOCADOS",84,1,1,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170207601","04041401702076","04041401702",1,6036.0546875,1,7,4,4,14,17,2,76,1,"BANANAS",42,1,1,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170207601","04041401702076","04041401702",1,6036.0546875,1,7,4,4,14,17,2,76,1,"CHAT",71,1,1,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170207601","04041401702076","04041401702",1,6036.0546875,1,8,4,4,14,17,2,76,1,"PAPAYA",48,1,1,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170207601","04041401702076","04041401702",1,6036.0546875,1,8,4,4,14,17,2,76,1,"COFFEE",72,1,1,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170207601","04041401702076","04041401702",1,6036.0546875,1,9,4,4,14,17,2,76,1,"CHAT",71,1,1,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170207601","04041401702076","04041401702",1,6036.0546875,1,9,4,4,14,17,2,76,1,"COFFEE",72,1,3,2,,,,,,,,,,,,,,,,,,,,,,,
"0404140170207601","04041401702076","04041401702",1,6036.0546875,1,10,4,4,14,17,2,76,1,"HARICOT BEANS",12,1,1,2,,,,,,,,,,,,,,,,,,,2,,,0,30
"0404140170207601","04041401702076","04041401702",1,6036.0546875,1,10,4,4,14,17,2,76,1,"CHAT",71,1,1,2,,,,,,,,,,,,,,,,,,,,,,,
